reduced_formula,group_size,target_mean,target_std,target_min,target_max,n_unique_elements_mean
CoCuO2F,2,1.04,0.1414213562373094,0.94,1.14,4.0
CoCuO3,2,1.54,0.28284271247461895,1.34,1.74,3.0
CoCuSO2,2,1.08,0.05656854249492385,1.04,1.12,4.0
CoGeN2O,2,1.37,0.3535533905932738,1.12,1.62,4.0
CoGeN3,2,1.33,0.15556349186104035,1.22,1.44,3.0
CoGeNO2,2,1.07,0.24041630560342608,0.9,1.24,4.0
CoGeNOF,2,1.04,0.028284271247461926,1.02,1.06,5.0
CoGeO2F,2,0.79,0.07071067811865478,0.74,0.84,4.0
CoGeO3,2,0.94,0.05656854249492373,0.9,0.98,3.0
CoGeSO2,2,0.9299999999999999,0.042426406871192854,0.9,0.96,4.0
CoHgN2O,2,2.1999999999999997,0.7919595949289331,1.64,2.76,4.0
CoHgN3,2,2.4,0.876812408671319,1.78,3.02,3.0
CoHgNO2,2,2.1399999999999997,0.9899494936611662,1.44,2.84,4.0
CoHgNOF,2,1.59,0.7212489168102785,1.08,2.1,5.0
CoHgO2F,2,1.32,0.6505382386916237,0.86,1.78,4.0
CoHgO3,2,1.7399999999999998,0.7353910524340094,1.22,2.26,3.0
CoHgSO2,2,1.6700000000000002,0.7778174593052023,1.12,2.22,4.0
CoIrN2O,2,1.6400000000000001,0.25455844122715726,1.46,1.82,4.0
CoIrN3,2,1.69,0.4101219330881976,1.4,1.98,3.0
CoIrNO2,2,1.49,0.014142135623730963,1.48,1.5,4.0
CoIrNOF,2,1.7000000000000002,0.11313708498984763,1.62,1.78,5.0
CoIrO2F,2,1.67,0.0989949493661165,1.6,1.74,4.0
CoIrO3,2,1.65,0.3535533905932738,1.4,1.9,3.0
CoIrSO2,2,1.35,0.04242640687119281,1.32,1.38,4.0
CoMoN2O,2,0.8400000000000001,0.3394112549695429,0.6,1.08,4.0
CoMoN3,2,1.01,0.2404163056034262,0.84,1.18,3.0
CoMoNO2,2,1.0,0.08485281374238578,0.94,1.06,4.0
CoMoNOF,2,1.15,0.21213203435596437,1.0,1.3,5.0
CoMoO2F,2,1.13,0.014142135623730885,1.12,1.14,4.0
CoMoO3,2,1.2000000000000002,0.22627416997969516,1.04,1.36,3.0
CoMoSO2,2,1.0,0.25455844122715704,0.82,1.18,4.0
CoNiN2O,2,1.33,0.014142135623730963,1.32,1.34,4.0
CoNiN3,2,1.3900000000000001,0.09899494936611666,1.32,1.46,3.0
CoNiNO2,2,1.44,0.19798989873223324,1.3,1.58,4.0
CoNiNOF,2,1.4700000000000002,0.21213203435596437,1.32,1.62,5.0
CoNiO2F,2,1.1,0.028284271247461926,1.08,1.12,4.0
CoNiO3,2,1.3199999999999998,0.11313708498984763,1.24,1.4,3.0
CoNiSO2,2,1.08,0.05656854249492385,1.04,1.12,4.0
CoOsN2O,2,1.53,0.014142135623730963,1.52,1.54,4.0
CoOsN3,2,1.6,0.056568542494923615,1.56,1.64,3.0
CoOsNO2,2,1.51,0.07071067811865482,1.46,1.56,4.0
CoOsNOF,2,1.54,0.42426406871192857,1.24,1.84,5.0
CoOsO2F,2,1.6099999999999999,0.15556349186104035,1.5,1.72,4.0
CoOsO3,2,1.5499999999999998,0.1272792206135786,1.46,1.64,3.0
CoOsSO2,2,1.4100000000000001,0.21213203435596437,1.26,1.56,4.0
CoPbN2O,2,1.56,0.39597979746446665,1.28,1.84,4.0
CoPbN3,2,1.73,0.3818376618407357,1.46,2.0,3.0
CoPbNO2,2,1.27,0.3535533905932738,1.02,1.52,4.0
CoPbNOF,2,1.35,0.6646803743153548,0.88,1.82,5.0
CoPbO2F,2,1.01,0.6363961030678927,0.56,1.46,4.0
CoPbO3,2,1.0,0.36769552621700474,0.74,1.26,3.0
CoPbSO2,2,1.09,0.2687005768508881,0.9,1.28,4.0
CoPdN2O,2,1.5699999999999998,0.18384776310850245,1.44,1.7,4.0
CoPdN3,2,1.63,0.1838477631085023,1.5,1.76,3.0
CoPdNO2,2,1.5,0.2262741699796951,1.34,1.66,4.0
CoPdNOF,2,1.65,0.5515432893255071,1.26,2.04,5.0
CoPdO2F,2,1.32,0.36769552621700474,1.06,1.58,4.0
CoPdO3,2,1.49,0.09899494936611673,1.42,1.56,3.0
CoPdSO2,2,1.1800000000000002,0.11313708498984747,1.1,1.26,4.0
CoPtN2O,2,1.56,0.14142135623730956,1.46,1.66,4.0
CoPtN3,2,1.6,0.11313708498984747,1.52,1.68,3.0
CoPtNO2,2,1.9500000000000002,0.18384776310850245,1.82,2.08,4.0
CoPtNOF,2,1.6800000000000002,0.19798989873223324,1.54,1.82,5.0
CoPtO2F,2,1.5499999999999998,0.18384776310850245,1.42,1.68,4.0
CoPtO3,2,1.6400000000000001,0.11313708498984763,1.56,1.72,3.0
CoPtSO2,2,1.2999999999999998,0.1414213562373094,1.2,1.4,4.0
CoReN2O,2,1.1800000000000002,0.1979898987322334,1.04,1.32,4.0
CoReN3,2,1.51,0.4666904755831215,1.18,1.84,3.0
CoReNO2,2,1.37,0.608111831820431,0.94,1.8,4.0
CoReNOF,2,1.3599999999999999,0.4525483399593904,1.04,1.68,5.0
CoReO2F,2,1.36,0.36769552621700474,1.1,1.62,4.0
CoReO3,2,1.3599999999999999,0.5939696961966999,0.94,1.78,3.0
CoReSO2,2,1.06,0.25455844122715704,0.88,1.24,4.0
CoRhN2O,2,1.85,0.2121320343559642,1.7,2.0,4.0
CoRhN3,2,1.45,0.07071067811865482,1.4,1.5,3.0
CoRhNO2,2,1.54,0.14142135623730956,1.44,1.64,4.0
CoRhNOF,2,1.5,0.14142135623730964,1.4,1.6,5.0
CoRhO2F,2,1.3399999999999999,0.16970562748477147,1.22,1.46,4.0
CoRhO3,2,1.4300000000000002,0.1272792206135786,1.34,1.52,3.0
CoRhSO2,2,1.2,0.0,1.2,1.2,4.0
CoRuN2O,2,1.56,0.25455844122715726,1.38,1.74,4.0
CoRuN3,2,1.37,0.07071067811865459,1.32,1.42,3.0
CoRuNO2,2,1.48,0.16970562748477133,1.36,1.6,4.0
CoRuNOF,2,1.44,0.0,1.44,1.44,5.0
CoRuO2F,2,1.4100000000000001,0.24041630560342614,1.24,1.58,4.0
CoRuO3,2,1.44,0.08485281374238578,1.38,1.5,3.0
CoRuSO2,2,1.28,0.05656854249492385,1.24,1.32,4.0
CoSbN2O,2,1.1099999999999999,0.04242640687119265,1.08,1.14,4.0
CoSbN3,2,1.77,0.3535533905932738,1.52,2.02,3.0
CoSbNO2,2,1.2000000000000002,0.16970562748477147,1.08,1.32,4.0
CoSbNOF,2,1.19,0.21213203435596437,1.04,1.34,5.0
CoSbO2F,2,1.01,0.18384776310850226,0.88,1.14,4.0
CoSbO3,2,0.79,0.12727922061357855,0.7,0.88,3.0
CoSbSO2,2,0.8899999999999999,0.07071067811865478,0.84,0.94,4.0
CoSiN2O,2,1.24,0.2262741699796951,1.08,1.4,4.0
CoSiN3,2,1.45,0.09899494936611673,1.38,1.52,3.0
CoSiNO2,2,1.33,0.2121320343559642,1.18,1.48,4.0
CoSiNOF,2,1.4700000000000002,0.49497474683058335,1.12,1.82,5.0
CoSiO2F,2,1.29,0.268700576850888,1.1,1.48,4.0
CoSiO3,2,1.15,0.4384062043356595,0.84,1.46,3.0
CoSiSO2,2,1.4300000000000002,0.2687005768508882,1.24,1.62,4.0
CoSnN2O,2,1.56,0.42426406871192857,1.26,1.86,4.0
CoSnN3,2,1.48,0.28284271247461895,1.28,1.68,3.0
CoSnNO2,2,0.96,0.08485281374238574,0.9,1.02,4.0
CoSnNOF,2,1.06,0.25455844122715704,0.88,1.24,5.0
CoSnO2F,2,0.76,0.28284271247461895,0.56,0.96,4.0
CoSnO3,2,0.77,0.014142135623730963,0.76,0.78,3.0
CoSnSO2,2,0.9199999999999999,0.028284271247461888,0.9,0.94,4.0
CoTeN2O,2,1.23,0.15556349186104051,1.12,1.34,4.0
CoTeN3,2,1.9,0.3111269837220811,1.68,2.12,3.0
CoTeNO2,2,1.32,0.39597979746446665,1.04,1.6,4.0
CoTeNOF,2,1.21,0.04242640687119289,1.18,1.24,5.0
CoTeO2F,2,1.06,0.0,1.06,1.06,4.0
CoTeO3,2,1.22,0.25455844122715704,1.04,1.4,3.0
CoTeSO2,2,1.08,0.028284271247461926,1.06,1.1,4.0
CoWN2O,2,0.77,0.49497474683058335,0.42,1.12,4.0
CoWN3,2,0.97,0.3818376618407357,0.7,1.24,3.0
CoWNO2,2,0.97,0.268700576850888,0.78,1.16,4.0
CoWNOF,2,1.23,0.46669047558312143,0.9,1.56,5.0
CoWO2F,2,1.29,0.268700576850888,1.1,1.48,4.0
CoWO3,2,0.96,0.33941125496954283,0.72,1.2,3.0
CoWSO2,2,1.04,0.45254833995939053,0.72,1.36,4.0
CrAgN2O,2,1.5,0.42426406871192857,1.2,1.8,4.0
CrAgN3,2,1.9700000000000002,0.8909545442950498,1.34,2.6,3.0
CrAgNO2,2,1.26,0.5091168824543143,0.9,1.62,4.0
CrAgNOF,2,1.38,0.7919595949289333,0.82,1.94,5.0
CrAgO2F,2,1.04,0.8202438661763952,0.46,1.62,4.0
CrAgO3,2,1.25,0.8909545442950498,0.62,1.88,3.0
CrAgSO2,2,0.8700000000000001,0.29698484809834996,0.66,1.08,4.0
CrAsN2O,2,0.9,0.16970562748477142,0.78,1.02,4.0
CrAsN3,2,1.54,0.1131370849898477,1.46,1.62,3.0
CrAsNO2,2,0.85,0.41012193308819744,0.56,1.14,4.0
CrAsNOF,2,1.54,0.5374011537017761,1.16,1.92,5.0
CrAsO2F,2,0.75,0.014142135623730963,0.74,0.76,4.0
CrAsO3,2,0.68,0.33941125496954283,0.44,0.92,3.0
CrAsSO2,2,0.76,0.05656854249492385,0.72,0.8,4.0
CrAuN2O,2,1.5,0.42426406871192857,1.2,1.8,4.0
CrAuN3,2,1.55,0.3252691193458118,1.32,1.78,3.0
CrAuNO2,2,1.3900000000000001,0.3818376618407356,1.12,1.66,4.0
CrAuNOF,2,1.54,0.6505382386916236,1.08,2.0,5.0
CrAuO2F,2,1.24,0.6788225099390857,0.76,1.72,4.0
CrAuO3,2,1.18,0.3676955262170047,0.92,1.44,3.0
CrAuSO2,2,1.0,0.2262741699796952,0.84,1.16,4.0
CrBN2O,2,1.8699999999999999,0.6646803743153546,1.4,2.34,4.0
CrBN3,2,1.6600000000000001,0.08485281374238571,1.6,1.72,3.0
CrBNO2,2,1.2999999999999998,0.16970562748477133,1.18,1.42,4.0
CrBNOF,2,1.5899999999999999,0.5232590180780451,1.22,1.96,5.0
CrBO2F,2,1.5699999999999998,0.0989949493661165,1.5,1.64,4.0
CrBO3,2,1.14,0.33941125496954266,0.9,1.38,3.0
CrBSO2,2,1.2799999999999998,0.16970562748477133,1.16,1.4,4.0
CrBiN2O,2,1.08,0.4242640687119285,0.78,1.38,4.0
CrBiN3,2,1.31,0.6081118318204309,0.88,1.74,3.0
CrBiNO2,2,0.73,0.4384062043356595,0.42,1.04,4.0
CrBiNOF,2,1.03,0.5798275605729689,0.62,1.44,5.0
CrBiO2F,2,0.69,0.4384062043356595,0.38,1.0,4.0
CrBiO3,2,0.6599999999999999,0.7353910524340094,0.14,1.18,3.0
CrBiSO2,2,0.74,0.28284271247461895,0.54,0.94,4.0
CrCdN2O,2,1.3599999999999999,0.5091168824543143,1.0,1.72,4.0
CrCdN3,2,1.41,0.3535533905932738,1.16,1.66,3.0
CrCdNO2,2,0.95,0.46669047558312143,0.62,1.28,4.0
CrCdNOF,2,1.18,0.7636753236814713,0.64,1.72,5.0
CrCdO2F,2,0.74,0.7636753236814714,0.2,1.28,4.0
CrCdO3,2,0.6900000000000001,0.5515432893255071,0.3,1.08,3.0
CrCdSO2,2,1.28,0.8768124086713188,0.66,1.9,4.0
CrCoN2O,2,0.9500000000000001,0.21213203435596428,0.8,1.1,4.0
CrCoN3,2,1.0699999999999998,0.18384776310850245,0.94,1.2,3.0
CrCoNO2,2,0.94,0.11313708498984758,0.86,1.02,4.0
CrCoNOF,2,1.1099999999999999,0.0989949493661165,1.04,1.18,5.0
CrCoO2F,2,0.96,0.16970562748477153,0.84,1.08,4.0
CrCoO3,2,0.8500000000000001,0.0989949493661167,0.78,0.92,3.0
CrCoSO2,2,0.9199999999999999,0.05656854249492373,0.88,0.96,4.0
CrCuN2O,2,1.38,0.19798989873223324,1.24,1.52,4.0
CrCuN3,2,1.42,0.39597979746446665,1.14,1.7,3.0
CrCuNO2,2,1.1,0.1979898987322334,0.96,1.24,4.0
CrCuNOF,2,1.19,0.4101219330881976,0.9,1.48,5.0
CrCuO2F,2,0.77,0.2969848480983499,0.56,0.98,4.0
CrCuO3,2,1.01,0.4666904755831214,0.68,1.34,3.0
CrCuSO2,2,0.8,0.08485281374238567,0.74,0.86,4.0
CrFeN2O,2,1.0899999999999999,0.15556349186104035,0.98,1.2,4.0
CrFeN3,2,1.0,0.14142135623730953,0.9,1.1,3.0
CrFeNO2,2,0.9099999999999999,0.0989949493661167,0.84,0.98,4.0
CrFeNOF,2,1.01,0.09899494936611673,0.94,1.08,5.0
CrFeO2F,2,0.63,0.09899494936611658,0.56,0.7,4.0
CrFeO3,2,0.64,0.11313708498984755,0.56,0.72,3.0
CrFeSO2,2,0.6799999999999999,0.028284271247461888,0.66,0.7,4.0
CrGaN2O,2,0.9500000000000001,0.21213203435596428,0.8,1.1,4.0
CrGaN3,2,1.23,0.3252691193458118,1.0,1.46,3.0
CrGaNO2,2,0.83,0.4666904755831213,0.5,1.16,4.0
CrGaNOF,2,0.86,0.19798989873223333,0.72,1.0,5.0
CrGaO2F,2,0.39,0.07071067811865474,0.34,0.44,4.0
CrGaO3,2,0.55,0.3252691193458119,0.32,0.78,3.0
CrGaSO2,2,0.81,0.0989949493661167,0.74,0.88,4.0
CrGeN2O,2,0.97,0.07071067811865478,0.92,1.02,4.0
CrGeN3,2,1.06,0.25455844122715704,0.88,1.24,3.0
CrGeNO2,2,0.52,0.05656854249492385,0.48,0.56,4.0
CrGeNOF,2,0.83,0.15556349186104043,0.72,0.94,5.0
CrGeO2F,2,0.52,0.22627416997969527,0.36,0.68,4.0
CrGeO3,2,0.41000000000000003,0.21213203435596428,0.26,0.56,3.0
CrGeSO2,2,0.6599999999999999,0.11313708498984766,0.58,0.74,4.0
CrHgN2O,2,1.85,0.8909545442950498,1.22,2.48,4.0
CrHgN3,2,2.05,0.9192388155425119,1.4,2.7,3.0
CrHgNO2,2,1.54,0.876812408671319,0.92,2.16,4.0
CrHgNOF,2,1.4,0.8202438661763952,0.82,1.98,5.0
CrHgO2F,2,1.05,0.8061017305526643,0.48,1.62,4.0
CrHgO3,2,0.99,0.551543289325507,0.6,1.38,3.0
CrHgSO2,2,1.31,0.862670273047588,0.7,1.92,4.0
CrInN2O,2,1.43,0.7212489168102784,0.92,1.94,4.0
CrInN3,2,1.3599999999999999,0.4525483399593904,1.04,1.68,3.0
CrInNO2,2,0.75,0.268700576850888,0.56,0.94,4.0
CrInNOF,2,0.94,0.4808326112068523,0.6,1.28,5.0
CrInO2F,2,0.48,0.3959797974644666,0.2,0.76,4.0
CrInO3,2,0.44,0.2545584412271571,0.26,0.62,3.0
CrInSO2,2,0.72,0.19798989873223333,0.58,0.86,4.0
CrIrN2O,2,1.6400000000000001,0.08485281374238571,1.58,1.7,4.0
CrIrN3,2,1.71,0.04242640687119289,1.68,1.74,3.0
CrIrNO2,2,1.35,0.2404163056034263,1.18,1.52,4.0
CrIrNOF,2,1.62,0.08485281374238571,1.56,1.68,5.0
CrIrO2F,2,1.42,0.1414213562373094,1.32,1.52,4.0
CrIrO3,2,1.35,0.04242640687119265,1.32,1.38,3.0
CrIrSO2,2,1.12,0.056568542494923615,1.08,1.16,4.0
CrMoN2O,2,1.04,0.1414213562373094,0.94,1.14,4.0
CrMoN3,2,1.01,0.12727922061357863,0.92,1.1,3.0
CrMoNO2,2,0.65,0.04242640687119289,0.62,0.68,4.0
CrMoNOF,2,0.97,0.1555634918610405,0.86,1.08,5.0
CrMoO2F,2,0.74,0.08485281374238567,0.68,0.8,4.0
CrMoO3,2,0.6,0.2262741699796952,0.44,0.76,3.0
CrMoSO2,2,0.77,0.2687005768508881,0.58,0.96,4.0
CrNiN2O,2,1.4500000000000002,0.15556349186104051,1.34,1.56,4.0
CrNiN3,2,1.17,0.2687005768508882,0.98,1.36,3.0
CrNiNO2,2,1.1800000000000002,0.16970562748477133,1.06,1.3,4.0
CrNiNOF,2,1.1600000000000001,0.16970562748477133,1.04,1.28,5.0
CrNiO2F,2,1.0,0.39597979746446665,0.72,1.28,4.0
CrNiO3,2,0.9400000000000001,0.19798989873223333,0.8,1.08,3.0
CrNiSO2,2,0.79,0.0707106781186547,0.74,0.84,4.0
CrOsN2O,2,1.12,0.2545584412271571,0.94,1.3,4.0
CrOsN3,2,1.38,0.02828427124746185,1.36,1.4,3.0
CrOsNO2,2,1.4,0.33941125496954283,1.16,1.64,4.0
CrOsNOF,2,1.52,0.28284271247461895,1.32,1.72,5.0
CrOsO2F,2,1.4,0.08485281374238571,1.34,1.46,4.0
CrOsO3,2,1.13,0.014142135623730727,1.12,1.14,3.0
CrOsSO2,2,1.1,0.22627416997969516,0.94,1.26,4.0
CrPbN2O,2,1.19,0.49497474683058335,0.84,1.54,4.0
CrPbN3,2,1.4300000000000002,0.608111831820431,1.0,1.86,3.0
CrPbNO2,2,0.83,0.49497474683058323,0.48,1.18,4.0
CrPbNOF,2,1.05,0.7778174593052023,0.5,1.6,5.0
CrPbO2F,2,0.6000000000000001,0.7353910524340096,0.08,1.12,4.0
CrPbO3,2,0.51,0.5232590180780452,0.14,0.88,3.0
CrPbSO2,2,0.8200000000000001,0.39597979746446665,0.54,1.1,4.0
CrPdN2O,2,1.22,0.36769552621700474,0.96,1.48,4.0
CrPdN3,2,1.4,0.36769552621700474,1.14,1.66,3.0
CrPdNO2,2,1.1099999999999999,0.38183766184073564,0.84,1.38,4.0
CrPdNOF,2,1.37,0.43840620433565947,1.06,1.68,5.0
CrPdO2F,2,1.04,0.5091168824543142,0.68,1.4,4.0
CrPdO3,2,0.97,0.24041630560342606,0.8,1.14,3.0
CrPdSO2,2,0.96,0.08485281374238567,0.9,1.02,4.0
CrPtN2O,2,1.25,0.2969848480983499,1.04,1.46,4.0
CrPtN3,2,1.3900000000000001,0.2404163056034263,1.22,1.56,3.0
CrPtNO2,2,1.32,0.0,1.32,1.32,4.0
CrPtNOF,2,1.52,0.31112698372208086,1.3,1.74,5.0
CrPtO2F,2,1.27,0.3535533905932738,1.02,1.52,4.0
CrPtO3,2,1.1400000000000001,0.02828427124746185,1.12,1.16,3.0
CrPtSO2,2,1.21,0.1272792206135786,1.12,1.3,4.0
CrReN2O,2,1.22,0.5656854249492381,0.82,1.62,4.0
CrReN3,2,1.3,0.5374011537017761,0.92,1.68,3.0
CrReNO2,2,1.07,0.6081118318204309,0.64,1.5,4.0
CrReNOF,2,1.29,0.3818376618407357,1.02,1.56,5.0
CrReO2F,2,1.15,0.26870057685088805,0.96,1.34,4.0
CrReO3,2,0.94,0.4808326112068524,0.6,1.28,3.0
CrReSO2,2,0.91,0.21213203435596428,0.76,1.06,4.0
CrRhN2O,2,1.33,0.04242640687119289,1.3,1.36,4.0
CrRhN3,2,1.25,0.1555634918610406,1.14,1.36,3.0
CrRhNO2,2,1.13,0.014142135623730727,1.12,1.14,4.0
CrRhNOF,2,1.3399999999999999,0.22627416997969516,1.18,1.5,5.0
CrRhO2F,2,1.09,0.2687005768508881,0.9,1.28,4.0
CrRhO3,2,0.95,0.014142135623730963,0.94,0.96,3.0
CrRhSO2,2,0.95,0.0707106781186547,0.9,1.0,4.0
CrRuN2O,2,1.28,0.31112698372208086,1.06,1.5,4.0
CrRuN3,2,1.17,0.014142135623730963,1.16,1.18,3.0
CrRuNO2,2,1.23,0.07071067811865482,1.18,1.28,4.0
CrRuNOF,2,1.32,0.05656854249492385,1.28,1.36,5.0
CrRuO2F,2,1.0899999999999999,0.15556349186104035,0.98,1.2,4.0
CrRuO3,2,1.04,0.1414213562373094,0.94,1.14,3.0
CrRuSO2,2,1.01,0.09899494936611673,0.94,1.08,4.0
CrSbN2O,2,1.06,0.5091168824543141,0.7,1.42,4.0
CrSbN3,2,1.43,0.3818376618407357,1.16,1.7,3.0
CrSbNO2,2,0.81,0.26870057685088805,0.62,1.0,4.0
CrSbNOF,2,0.96,0.31112698372208086,0.74,1.18,5.0
CrSbO2F,2,0.69,0.2687005768508881,0.5,0.88,4.0
CrSbO3,2,0.48,0.3959797974644666,0.2,0.76,3.0
CrSbSO2,2,0.75,0.268700576850888,0.56,0.94,4.0
CrSiN2O,2,1.26,0.6222539674441617,0.82,1.7,4.0
CrSiN3,2,1.02,0.05656854249492385,0.98,1.06,3.0
CrSiNO2,2,1.1400000000000001,0.48083261120685217,0.8,1.48,4.0
CrSiNOF,2,1.18,0.33941125496954283,0.94,1.42,5.0
CrSiO2F,2,1.01,0.12727922061357863,0.92,1.1,4.0
CrSiO3,2,0.71,0.2687005768508881,0.52,0.9,3.0
CrSiSO2,2,1.08,0.16970562748477133,0.96,1.2,4.0
CrSnN2O,2,0.94,0.14142135623730953,0.84,1.04,4.0
CrSnN3,2,1.17,0.3818376618407356,0.9,1.44,3.0
CrSnNO2,2,0.57,0.18384776310850232,0.44,0.7,4.0
CrSnNOF,2,0.79,0.3818376618407357,0.52,1.06,5.0
CrSnO2F,2,0.43999999999999995,0.3676955262170047,0.18,0.7,4.0
CrSnO3,2,0.30000000000000004,0.14142135623730953,0.2,0.4,3.0
CrSnSO2,2,0.69,0.15556349186104054,0.58,0.8,4.0
CrTeN2O,2,1.2000000000000002,0.5939696961967,0.78,1.62,4.0
CrTeN3,2,1.63,0.32526911934581193,1.4,1.86,3.0
CrTeNO2,2,0.97,0.4666904755831214,0.64,1.3,4.0
CrTeNOF,2,1.13,0.21213203435596437,0.98,1.28,5.0
CrTeO2F,2,0.93,0.21213203435596428,0.78,1.08,4.0
CrTeO3,2,0.8200000000000001,0.311126983722081,0.6,1.04,3.0
CrTeSO2,2,0.93,0.18384776310850237,0.8,1.06,4.0
CrWN2O,2,0.81,0.0989949493661167,0.74,0.88,4.0
CrWN3,2,0.74,0.36769552621700474,0.48,1.0,3.0
CrWNO2,2,0.6499999999999999,0.24041630560342608,0.48,0.82,4.0
CrWNOF,2,1.13,0.4101219330881975,0.84,1.42,5.0
CrWO2F,2,1.0,0.36769552621700474,0.74,1.26,4.0
CrWO3,2,0.5800000000000001,0.282842712474619,0.38,0.78,3.0
CrWSO2,2,0.91,0.18384776310850237,0.78,1.04,4.0
CsAgN2O,2,2.79,0.24041630560342606,2.62,2.96,4.0
CsAgN3,2,3.3099999999999996,0.7495331880577406,2.78,3.84,3.0
CsAgNO2,2,2.0999999999999996,0.22627416997969527,1.94,2.26,4.0
CsAgNOF,2,2.11,0.6646803743153548,1.64,2.58,5.0
CsAgO2F,2,1.88,0.537401153701776,1.5,2.26,4.0
CsAgO3,2,1.98,0.45254833995939026,1.66,2.3,3.0
CsAgSO2,2,2.33,0.6363961030678928,1.88,2.78,4.0
CsAlN2O,2,3.16,1.3576450198781713,2.2,4.12,4.0
CsAlN3,2,3.3499999999999996,1.34350288425444,2.4,4.3,3.0
CsAlNO2,2,1.79,0.7212489168102783,1.28,2.3,4.0
CsAlNOF,2,2.52,1.442497833620557,1.5,3.54,5.0
CsAlO2F,2,1.91,1.428355697996826,0.9,2.92,4.0
CsAlO3,2,1.57,0.8626702730475881,0.96,2.18,3.0
CsAlSO2,2,2.48,1.3293607486307093,1.54,3.42,4.0
CsAsN2O,2,2.9299999999999997,1.2303657992645927,2.06,3.8,4.0
CsAsN3,2,3.26,1.1596551211459383,2.44,4.08,3.0
CsAsNO2,2,2.0300000000000002,1.2869343417595163,1.12,2.94,4.0
CsAsNOF,2,2.09,1.3717871555019021,1.12,3.06,5.0
CsAsO2F,2,1.7200000000000002,1.3859292911256333,0.74,2.7,4.0
CsAsO3,2,1.79,1.3435028842544405,0.84,2.74,3.0
CsAsSO2,2,2.16,1.3859292911256333,1.18,3.14,4.0
CsAuN2O,2,2.7,0.2828427124746188,2.5,2.9,4.0
CsAuN3,2,3.4299999999999997,0.8626702730475883,2.82,4.04,3.0
CsAuNO2,2,2.33,0.834386001800126,1.74,2.92,4.0
CsAuNOF,2,2.3,0.876812408671319,1.68,2.92,5.0
CsAuO2F,2,2.05,0.7495331880577406,1.52,2.58,4.0
CsAuO3,2,2.09,0.7495331880577406,1.56,2.62,3.0
CsAuSO2,2,2.44,0.876812408671319,1.82,3.06,4.0
CsBN2O,2,3.34,0.7071067811865476,2.84,3.84,4.0
CsBN3,2,3.48,0.3959797974644663,3.2,3.76,3.0
CsBNO2,2,2.5700000000000003,0.7778174593052025,2.02,3.12,4.0
CsBNOF,2,3.0,1.470782104868019,1.96,4.04,5.0
CsBO2F,2,2.61,1.3717871555019023,1.64,3.58,4.0
CsBO3,2,2.69,1.2586500705120545,1.8,3.58,3.0
CsBSO2,2,2.9899999999999998,1.5132085117392113,1.92,4.06,4.0
CsBaN2O,2,2.7,0.197989898732233,2.56,2.84,4.0
CsBaN3,2,3.1,0.14142135623730964,3.0,3.2,3.0
CsBaNO2,2,1.69,0.07071067811865482,1.64,1.74,4.0
CsBaNOF,2,2.07,0.268700576850888,1.88,2.26,5.0
CsBaO2F,2,1.06,0.3111269837220809,0.84,1.28,4.0
CsBaO3,2,1.31,0.07071067811865482,1.26,1.36,3.0
CsBaSO2,2,2.04,0.19798989873223347,1.9,2.18,4.0
CsBeN2O,2,3.7,1.1879393923933999,2.86,4.54,4.0
CsBeN3,2,3.05,0.18384776310850268,2.92,3.18,3.0
CsBeNO2,2,2.25,0.4666904755831215,1.92,2.58,4.0
CsBeNOF,2,2.96,1.3576450198781713,2.0,3.92,5.0
CsBeO2F,2,2.4699999999999998,1.2303657992645924,1.6,3.34,4.0
CsBeO3,2,2.52,1.1596551211459378,1.7,3.34,3.0
CsBeSO2,2,2.91,1.2586500705120547,2.02,3.8,4.0
CsBiN2O,2,2.65,0.8626702730475878,2.04,3.26,4.0
CsBiN3,2,2.64,0.1131370849898477,2.56,2.72,3.0
CsBiNO2,2,1.37,0.46669047558312127,1.04,1.7,4.0
CsBiNOF,2,1.9300000000000002,1.0323759005323596,1.2,2.66,5.0
CsBiO2F,2,1.3900000000000001,1.145512985522207,0.58,2.2,4.0
CsBiO3,2,1.08,0.5656854249492379,0.68,1.48,3.0
CsBiSO2,2,1.96,1.0182337649086286,1.24,2.68,4.0
CsCaN2O,2,3.0700000000000003,0.24041630560342622,2.9,3.24,4.0
CsCaN3,2,3.4,0.14142135623730964,3.3,3.5,3.0
CsCaNO2,2,1.88,0.25455844122715726,1.7,2.06,4.0
CsCaNOF,2,2.34,0.5656854249492381,1.94,2.74,5.0
CsCaO2F,2,1.4,0.6222539674441618,0.96,1.84,4.0
CsCaO3,2,1.48,0.28284271247461895,1.28,1.68,3.0
CsCaSO2,2,2.2,0.5091168824543143,1.84,2.56,4.0
CsCdN2O,2,2.92,0.7071067811865476,2.42,3.42,4.0
CsCdN3,2,2.7199999999999998,0.14142135623730917,2.62,2.82,3.0
CsCdNO2,2,1.78,0.1131370849898477,1.7,1.86,4.0
CsCdNOF,2,2.1,0.8202438661763952,1.52,2.68,5.0
CsCdO2F,2,1.62,0.7071067811865476,1.12,2.12,4.0
CsCdO3,2,1.62,0.36769552621700463,1.36,1.88,3.0
CsCdSO2,2,2.37,0.6646803743153545,1.9,2.84,4.0
CsCoN2O,2,2.54,0.4808326112068521,2.2,2.88,4.0
CsCoN3,2,2.59,0.3818376618407357,2.32,2.86,3.0
CsCoNO2,2,1.7000000000000002,0.5656854249492381,1.3,2.1,4.0
