element_set,group_size,target_mean,target_std,target_min,target_max,n_unique_elements_mean
As-F-N-O-Sb,2,1.15,0.2121320343559642,1.0,1.3,5.0
As-F-N-O-Sc,2,1.35,0.04242640687119281,1.32,1.38,5.0
As-F-N-O-Si,2,1.41,0.3252691193458118,1.18,1.64,5.0
As-F-N-O-Sn,2,0.99,0.268700576850888,0.8,1.18,5.0
As-F-N-O-Sr,2,1.66,1.0182337649086284,0.94,2.38,5.0
As-F-N-O-Ta,2,1.0,0.5939696961966999,0.58,1.42,5.0
As-F-N-O-Te,2,1.17,0.0989949493661165,1.1,1.24,5.0
As-F-N-O-Ti,2,0.8999999999999999,0.3959797974644666,0.62,1.18,5.0
As-F-N-O-Tl,2,1.31,0.6363961030678927,0.86,1.76,5.0
As-F-N-O-V,2,1.03,0.09899494936611673,0.96,1.1,5.0
As-F-N-O-W,2,1.0699999999999998,0.4949747468305831,0.72,1.42,5.0
As-F-N-O-Y,2,1.35,0.24041630560342614,1.18,1.52,5.0
As-F-N-O-Zn,2,1.25,0.3818376618407357,0.98,1.52,5.0
As-F-N-O-Zr,2,1.14,0.3959797974644666,0.86,1.42,5.0
As-F-Na-O,2,1.4200000000000002,1.0465180361560904,0.68,2.16,4.0
As-F-Nb-O,2,1.06,0.4808326112068524,0.72,1.4,4.0
As-F-Ni-O,2,1.0,0.16970562748477153,0.88,1.12,4.0
As-F-O-Os,2,1.48,0.16970562748477147,1.36,1.6,4.0
As-F-O-Pb,2,1.0,0.6505382386916236,0.54,1.46,4.0
As-F-O-Pd,2,1.27,0.3535533905932738,1.02,1.52,4.0
As-F-O-Pt,2,1.47,0.24041630560342606,1.3,1.64,4.0
As-F-O-Rb,2,1.71,1.4849242404917495,0.66,2.76,4.0
As-F-O-Re,2,1.25,0.3252691193458118,1.02,1.48,4.0
As-F-O-Rh,2,1.19,0.09899494936611666,1.12,1.26,4.0
As-F-O-Ru,2,1.27,0.09899494936611673,1.2,1.34,4.0
As-F-O-Sb,2,1.08,0.11313708498984763,1.0,1.16,4.0
As-F-O-Sc,2,1.19,0.3252691193458118,0.96,1.42,4.0
As-F-O-Si,2,1.55,0.268700576850888,1.36,1.74,4.0
As-F-O-Sn,2,0.8,0.282842712474619,0.6,1.0,4.0
As-F-O-Sr,2,1.16,1.0182337649086284,0.44,1.88,4.0
As-F-O-Ta,2,1.04,0.7919595949289333,0.48,1.6,4.0
As-F-O-Te,2,1.04,0.08485281374238578,0.98,1.1,4.0
As-F-O-Ti,2,1.03,0.4949747468305831,0.68,1.38,4.0
As-F-O-Tl,2,0.94,0.6788225099390857,0.46,1.42,4.0
As-F-O-V,2,0.81,0.07071067811865478,0.76,0.86,4.0
As-F-O-W,2,1.09,0.2687005768508881,0.9,1.28,4.0
As-F-O-Y,2,1.2000000000000002,0.14142135623730956,1.1,1.3,4.0
As-F-O-Zn,2,1.01,0.2969848480983499,0.8,1.22,4.0
As-F-O-Zr,2,1.27,0.6646803743153546,0.8,1.74,4.0
As-Fe-N,2,1.75,0.09899494936611673,1.68,1.82,3.0
As-Fe-O,2,1.0,0.11313708498984758,0.92,1.08,3.0
As-Fe-O-S,2,0.96,0.14142135623730953,0.86,1.06,4.0
As-Ga-N,2,1.8900000000000001,0.21213203435596437,1.74,2.04,3.0
As-Ga-O,2,0.98,0.05656854249492385,0.94,1.02,3.0
As-Ga-O-S,2,0.96,0.05656854249492382,0.92,1.0,4.0
As-Ge-N,2,1.68,0.05656854249492385,1.64,1.72,3.0
As-Ge-O,2,0.85,0.15556349186104043,0.74,0.96,3.0
As-Ge-O-S,2,0.8200000000000001,0.05656854249492373,0.78,0.86,4.0
As-Hf-N,2,1.43,0.3252691193458118,1.2,1.66,3.0
As-Hf-O,2,1.05,0.21213203435596417,0.9,1.2,3.0
As-Hf-O-S,2,1.21,0.4949747468305833,0.86,1.56,4.0
As-Hg-N,2,2.3499999999999996,0.6646803743153548,1.88,2.82,3.0
As-Hg-O,2,1.38,0.4808326112068524,1.04,1.72,3.0
As-Hg-O-S,2,1.45,0.7778174593052022,0.9,2.0,4.0
As-In-N,2,1.95,0.5515432893255069,1.56,2.34,3.0
As-In-O,2,0.86,0.05656854249492385,0.82,0.9,3.0
As-In-O-S,2,0.9099999999999999,0.12727922061357863,0.82,1.0,4.0
As-Ir-N,2,1.9500000000000002,0.21213203435596437,1.8,2.1,3.0
As-Ir-O,2,1.4300000000000002,0.0989949493661165,1.36,1.5,3.0
As-Ir-O-S,2,1.16,0.028284271247461926,1.14,1.18,4.0
As-K-N,2,3.1900000000000004,1.4849242404917498,2.14,4.24,3.0
As-K-O,2,1.69,1.5980613254815972,0.56,2.82,3.0
As-K-O-S,2,2.01,1.34350288425444,1.06,2.96,4.0
As-La-N,2,1.6099999999999999,1.2303657992645927,0.74,2.48,3.0
As-La-O,2,1.06,0.876812408671319,0.44,1.68,3.0
As-La-O-S,2,0.8400000000000001,0.36769552621700485,0.58,1.1,4.0
As-Li-N,2,2.54,0.6505382386916236,2.08,3.0,3.0
As-Li-O,2,1.0499999999999998,0.46669047558312127,0.72,1.38,3.0
As-Li-O-S,2,1.31,0.2121320343559642,1.16,1.46,4.0
As-Mg-N,2,2.2,0.5939696961967,1.78,2.62,3.0
As-Mg-O,2,1.08,0.4525483399593904,0.76,1.4,3.0
As-Mg-O-S,2,0.88,0.05656854249492385,0.84,0.92,4.0
As-Mn-N,2,1.63,0.07071067811865459,1.58,1.68,3.0
As-Mn-O,2,0.5800000000000001,0.08485281374238574,0.52,0.64,3.0
As-Mn-O-S,2,0.87,0.014142135623730963,0.86,0.88,4.0
As-Mo-N,2,1.48,0.19798989873223324,1.34,1.62,3.0
As-Mo-O,2,1.0,0.16970562748477153,0.88,1.12,3.0
As-Mo-O-S,2,1.25,0.014142135623730963,1.24,1.26,4.0
As-N-Na,2,2.71,0.9758073580374355,2.02,3.4,3.0
As-N-Nb,2,1.47,0.014142135623730963,1.46,1.48,3.0
As-N-Ni,2,1.95,0.04242640687119289,1.92,1.98,3.0
As-N-O,2,1.03,0.014142135623730963,1.02,1.04,3.0
As-N-Os,2,1.9000000000000001,0.42426406871192857,1.6,2.2,3.0
As-N-Pb,2,2.0700000000000003,0.8061017305526641,1.5,2.64,3.0
As-N-Pd,2,2.08,0.2545584412271572,1.9,2.26,3.0
As-N-Pt,2,2.1,0.05656854249492385,2.06,2.14,3.0
As-N-Rb,2,3.2299999999999995,1.3435028842544403,2.28,4.18,3.0
As-N-Re,2,1.62,0.622253967444162,1.18,2.06,3.0
As-N-Rh,2,1.92,0.05656854249492385,1.88,1.96,3.0
As-N-Ru,2,1.8599999999999999,0.11313708498984763,1.78,1.94,3.0
As-N-Sb,2,1.6400000000000001,0.2545584412271571,1.46,1.82,3.0
As-N-Sc,2,1.69,0.6081118318204308,1.26,2.12,3.0
As-N-Si,2,1.81,0.5232590180780453,1.44,2.18,3.0
As-N-Sn,2,1.78,0.39597979746446665,1.5,2.06,3.0
As-N-Sr,2,2.65,1.428355697996826,1.64,3.66,3.0
As-N-Ta,2,1.42,0.16970562748477147,1.3,1.54,3.0
As-N-Te,2,1.83,0.1838477631085023,1.7,1.96,3.0
As-N-Ti,2,1.61,0.014142135623730963,1.6,1.62,3.0
As-N-Tl,2,2.35,0.7495331880577404,1.82,2.88,3.0
As-N-V,2,1.47,0.09899494936611673,1.4,1.54,3.0
As-N-W,2,1.46,0.45254833995939053,1.14,1.78,3.0
As-N-Y,2,1.6099999999999999,0.9192388155425116,0.96,2.26,3.0
As-N-Zn,2,2.13,0.4101219330881974,1.84,2.42,3.0
As-N-Zr,2,1.47,0.4384062043356595,1.16,1.78,3.0
As-Na-O,2,1.41,1.2586500705120545,0.52,2.3,3.0
As-Na-O-S,2,1.2,0.25455844122715704,1.02,1.38,4.0
As-Nb-O,2,1.06,0.5091168824543143,0.7,1.42,3.0
As-Nb-O-S,2,1.15,0.07071067811865459,1.1,1.2,4.0
As-Ni-O,2,1.03,0.014142135623730963,1.02,1.04,3.0
As-Ni-O-S,2,0.99,0.12727922061357863,0.9,1.08,4.0
As-O-Os,2,1.5699999999999998,0.1272792206135786,1.48,1.66,3.0
As-O-Os-S,2,1.25,0.1838477631085022,1.12,1.38,4.0
As-O-Pb,2,0.89,0.4666904755831213,0.56,1.22,3.0
As-O-Pb-S,2,0.95,0.38183766184073564,0.68,1.22,4.0
As-O-Pd,2,1.38,0.08485281374238571,1.32,1.44,3.0
As-O-Pd-S,2,1.09,0.24041630560342608,0.92,1.26,4.0
As-O-Pt,2,1.58,0.11313708498984763,1.5,1.66,3.0
As-O-Pt-S,2,1.17,0.2121320343559642,1.02,1.32,4.0
As-O-Rb,2,1.78,1.5556349186104046,0.68,2.88,3.0
As-O-Rb-S,2,2.18,1.4990663761154808,1.12,3.24,4.0
As-O-Re,2,1.25,0.268700576850888,1.06,1.44,3.0
As-O-Re-S,2,1.26,0.25455844122715704,1.08,1.44,4.0
As-O-Rh,2,1.3,0.05656854249492385,1.26,1.34,3.0
As-O-Rh-S,2,1.0699999999999998,0.0989949493661165,1.0,1.14,4.0
As-O-Ru,2,1.35,0.24041630560342614,1.18,1.52,3.0
As-O-Ru-S,2,1.13,0.07071067811865474,1.08,1.18,4.0
As-O-S-Sb,2,0.88,0.14142135623730948,0.78,0.98,4.0
As-O-S-Sc,2,1.01,0.04242640687119289,0.98,1.04,4.0
As-O-S-Si,2,1.48,0.0,1.48,1.48,4.0
As-O-S-Sn,2,0.82,0.16970562748477142,0.7,0.94,4.0
As-O-S-Sr,2,1.45,1.2020815280171306,0.6,2.3,4.0
As-O-S-Ta,2,0.9299999999999999,0.4101219330881976,0.64,1.22,4.0
As-O-S-Te,2,1.09,0.014142135623730963,1.08,1.1,4.0
As-O-S-Ti,2,0.94,0.33941125496954283,0.7,1.18,4.0
As-O-S-Tl,2,1.11,0.3535533905932738,0.86,1.36,4.0
As-O-S-V,2,0.78,0.19798989873223333,0.64,0.92,4.0
As-O-S-W,2,1.3399999999999999,0.565685424949238,0.94,1.74,4.0
As-O-S-Y,2,0.88,0.05656854249492385,0.84,0.92,4.0
As-O-S-Zn,2,1.1099999999999999,0.2404163056034263,0.94,1.28,4.0
As-O-S-Zr,2,1.06,0.42426406871192857,0.76,1.36,4.0
As-O-Sb,2,0.97,0.268700576850888,0.78,1.16,3.0
As-O-Sc,2,1.22,0.0,1.22,1.22,3.0
As-O-Si,2,1.24,0.33941125496954283,1.0,1.48,3.0
As-O-Sn,2,0.7,0.1414213562373096,0.6,0.8,3.0
As-O-Sr,2,0.85,0.8061017305526641,0.28,1.42,3.0
As-O-Ta,2,0.8,0.42426406871192857,0.5,1.1,3.0
As-O-Te,2,1.28,0.25455844122715704,1.1,1.46,3.0
As-O-Ti,2,0.8300000000000001,0.4101219330881976,0.54,1.12,3.0
As-O-Tl,2,1.14,0.36769552621700463,0.88,1.4,3.0
As-O-V,2,0.76,0.028284271247461926,0.74,0.78,3.0
As-O-W,2,1.06,0.3394112549695429,0.82,1.3,3.0
As-O-Y,2,1.1099999999999999,0.5232590180780453,0.74,1.48,3.0
As-O-Zn,2,1.23,0.3818376618407357,0.96,1.5,3.0
As-O-Zr,2,1.23,0.4666904755831214,0.9,1.56,3.0
Au-B-F-N-O,2,2.49,0.8909545442950498,1.86,3.12,5.0
Au-B-F-O,2,2.33,0.8909545442950498,1.7,2.96,4.0
Au-B-N,2,2.6399999999999997,0.3676955262170049,2.38,2.9,3.0
Au-B-O,2,2.4299999999999997,0.6081118318204309,2.0,2.86,3.0
Au-B-O-S,2,1.95,0.46669047558312116,1.62,2.28,4.0
Au-Ba-F-N-O,2,1.73,0.4949747468305834,1.38,2.08,5.0
Au-Ba-F-O,2,1.4300000000000002,0.608111831820431,1.0,1.86,4.0
Au-Ba-N,2,2.62,0.876812408671319,2.0,3.24,3.0
Au-Ba-O,2,1.62,0.8485281374238571,1.02,2.22,3.0
Au-Ba-O-S,2,1.74,0.9050966799187806,1.1,2.38,4.0
Au-Be-F-N-O,2,2.34,0.7071067811865475,1.84,2.84,5.0
Au-Be-F-O,2,2.08,0.7636753236814714,1.54,2.62,4.0
Au-Be-N,2,2.3,0.0,2.3,2.3,3.0
Au-Be-O,2,1.9900000000000002,0.1838477631085023,1.86,2.12,3.0
Au-Be-O-S,2,1.66,0.028284271247461926,1.64,1.68,4.0
Au-Bi-F-N-O,2,1.52,0.08485281374238578,1.46,1.58,5.0
Au-Bi-F-O,2,1.25,0.21213203435596414,1.1,1.4,4.0
Au-Bi-N,2,1.93,0.07071067811865482,1.88,1.98,3.0
Au-Bi-O,2,1.3900000000000001,0.12727922061357844,1.3,1.48,3.0
Au-Bi-O-S,2,1.21,0.2121320343559642,1.06,1.36,4.0
Au-Ca-F-N-O,2,1.96,0.36769552621700496,1.7,2.22,5.0
Au-Ca-F-O,2,1.54,0.31112698372208086,1.32,1.76,4.0
Au-Ca-N,2,2.3,0.05656854249492385,2.26,2.34,3.0
Au-Ca-O,2,1.6400000000000001,0.5374011537017761,1.26,2.02,3.0
Au-Ca-O-S,2,1.69,0.7212489168102787,1.18,2.2,4.0
Au-Cd-F-N-O,2,1.76,0.1131370849898477,1.68,1.84,5.0
Au-Cd-F-O,2,1.5,0.14142135623730964,1.4,1.6,4.0
Au-Cd-N,2,2.1,0.08485281374238578,2.04,2.16,3.0
Au-Cd-O,2,1.81,0.4101219330881976,1.52,2.1,3.0
Au-Cd-O-S,2,1.33,0.014142135623730963,1.32,1.34,4.0
Au-Co-F-N-O,2,1.7400000000000002,0.5374011537017761,1.36,2.12,5.0
Au-Co-F-O,2,1.5,0.5091168824543144,1.14,1.86,4.0
Au-Co-N,2,1.87,0.15556349186104035,1.76,1.98,3.0
Au-Co-O,2,1.7000000000000002,0.19798989873223324,1.56,1.84,3.0
Au-Co-O-S,2,1.4,0.11313708498984763,1.32,1.48,4.0
Au-Cr-F-N-O,2,1.54,0.6505382386916236,1.08,2.0,5.0
Au-Cr-F-O,2,1.24,0.6788225099390857,0.76,1.72,4.0
Au-Cr-N,2,1.55,0.3252691193458118,1.32,1.78,3.0
Au-Cr-O,2,1.18,0.3676955262170047,0.92,1.44,3.0
Au-Cr-O-S,2,1.0,0.2262741699796952,0.84,1.16,4.0
Au-Cs-F-N-O,2,2.3,0.876812408671319,1.68,2.92,5.0
Au-Cs-F-O,2,2.05,0.7495331880577406,1.52,2.58,4.0
Au-Cs-N,2,3.4299999999999997,0.8626702730475883,2.82,4.04,3.0
Au-Cs-O,2,2.09,0.7495331880577406,1.56,2.62,3.0
Au-Cs-O-S,2,2.44,0.876812408671319,1.82,3.06,4.0
Au-Cu-F-N-O,2,1.74,0.19798989873223316,1.6,1.88,5.0
Au-Cu-F-O,2,1.5499999999999998,0.2121320343559642,1.4,1.7,4.0
Au-Cu-N,2,2.13,0.04242640687119305,2.1,2.16,3.0
Au-Cu-O,2,1.9,0.08485281374238571,1.84,1.96,3.0
Au-Cu-O-S,2,1.56,0.2545584412271571,1.38,1.74,4.0
Au-F-Fe-N-O,2,1.67,0.5515432893255071,1.28,2.06,5.0
Au-F-Fe-O,2,1.69,0.9758073580374355,1.0,2.38,4.0
Au-F-Ga-N-O,2,1.54,0.36769552621700474,1.28,1.8,5.0
Au-F-Ga-O,2,1.27,0.4666904755831215,0.94,1.6,4.0
Au-F-Ge-N-O,2,1.45,0.4384062043356595,1.14,1.76,5.0
Au-F-Ge-O,2,1.2,0.4525483399593904,0.88,1.52,4.0
Au-F-Hf-N-O,2,1.37,0.5232590180780451,1.0,1.74,5.0
Au-F-Hf-O,2,1.59,1.3717871555019023,0.62,2.56,4.0
Au-F-Hg-N-O,2,1.75,0.1838477631085022,1.62,1.88,5.0
Au-F-Hg-O,2,1.56,0.1979898987322334,1.42,1.7,4.0
Au-F-In-N-O,2,1.5299999999999998,0.15556349186104051,1.42,1.64,5.0
Au-F-In-O,2,1.23,0.21213203435596414,1.08,1.38,4.0
Au-F-Ir-N-O,2,1.8399999999999999,0.8485281374238569,1.24,2.44,5.0
Au-F-Ir-O,2,1.7999999999999998,0.7636753236814712,1.26,2.34,4.0
Au-F-K-N-O,2,2.41,0.9192388155425117,1.76,3.06,5.0
Au-F-K-O,2,2.1,0.9050966799187811,1.46,2.74,4.0
Au-F-La-N-O,2,1.58,0.1414213562373094,1.48,1.68,5.0
Au-F-La-O,2,1.25,0.07071067811865482,1.2,1.3,4.0
Au-F-Li-N-O,2,2.08,0.16970562748477155,1.96,2.2,5.0
Au-F-Li-O,2,1.85,0.15556349186104051,1.74,1.96,4.0
Au-F-Mg-N-O,2,1.94,0.19798989873223324,1.8,2.08,5.0
Au-F-Mg-O,2,1.54,0.25455844122715704,1.36,1.72,4.0
Au-F-Mn-N-O,2,1.5699999999999998,0.5232590180780451,1.2,1.94,5.0
Au-F-Mn-O,2,1.23,0.4949747468305833,0.88,1.58,4.0
Au-F-Mo-N-O,2,1.51,0.9192388155425119,0.86,2.16,5.0
Au-F-Mo-O,2,1.37,0.8909545442950499,0.74,2.0,4.0
Au-F-N-Na-O,2,2.07,0.43840620433565947,1.76,2.38,5.0
Au-F-N-Nb-O,2,1.37,1.145512985522207,0.56,2.18,5.0
Au-F-N-Ni-O,2,1.78,0.45254833995939053,1.46,2.1,5.0
Au-F-N-O-Os,2,1.85,0.9758073580374356,1.16,2.54,5.0
Au-F-N-O-Pb,2,1.5899999999999999,0.1272792206135786,1.5,1.68,5.0
Au-F-N-O-Pd,2,1.69,0.18384776310850245,1.56,1.82,5.0
Au-F-N-O-Pt,2,1.75,0.4949747468305834,1.4,2.1,5.0
Au-F-N-O-Rb,2,2.43,0.9192388155425119,1.78,3.08,5.0
Au-F-N-O-Re,2,1.69,1.145512985522207,0.88,2.5,5.0
Au-F-N-O-Rh,2,1.75,0.4666904755831215,1.42,2.08,5.0
Au-F-N-O-Ru,2,1.63,0.636396103067893,1.18,2.08,5.0
Au-F-N-O-Sb,2,1.5,0.36769552621700474,1.24,1.76,5.0
Au-F-N-O-Sc,2,1.8,0.5091168824543144,1.44,2.16,5.0
Au-F-N-O-Si,2,1.9500000000000002,0.9192388155425117,1.3,2.6,5.0
Au-F-N-O-Sn,2,1.35,0.2687005768508882,1.16,1.54,5.0
Au-F-N-O-Sr,2,1.8800000000000001,0.39597979746446665,1.6,2.16,5.0
Au-F-N-O-Ta,2,1.42,1.3576450198781713,0.46,2.38,5.0
Au-F-N-O-Te,2,1.51,0.4949747468305834,1.16,1.86,5.0
Au-F-N-O-Ti,2,1.22,1.0465180361560904,0.48,1.96,5.0
Au-F-N-O-Tl,2,1.5499999999999998,0.1838477631085023,1.42,1.68,5.0
Au-F-N-O-V,2,1.46,0.876812408671319,0.84,2.08,5.0
Au-F-N-O-W,2,1.6,1.2162236636408617,0.74,2.46,5.0
Au-F-N-O-Y,2,1.69,0.24041630560342614,1.52,1.86,5.0
Au-F-N-O-Zn,2,1.81,0.1838477631085023,1.68,1.94,5.0
Au-F-N-O-Zr,2,1.3199999999999998,0.45254833995939026,1.0,1.64,5.0
Au-F-Na-O,2,2.01,0.6363961030678928,1.56,2.46,4.0
Au-F-Nb-O,2,1.26,1.1030865786510142,0.48,2.04,4.0
Au-F-Ni-O,2,1.6400000000000001,0.48083261120685217,1.3,1.98,4.0
Au-F-O-Os,2,1.79,0.834386001800126,1.2,2.38,4.0
Au-F-O-Pb,2,1.28,0.1131370849898477,1.2,1.36,4.0
Au-F-O-Pd,2,1.54,0.16970562748477133,1.42,1.66,4.0
Au-F-O-Pt,2,1.69,0.3818376618407357,1.42,1.96,4.0
Au-F-O-Rb,2,2.13,0.9192388155425116,1.48,2.78,4.0
Au-F-O-Re,2,1.6099999999999999,1.0323759005323594,0.88,2.34,4.0
Au-F-O-Rh,2,1.6,0.39597979746446643,1.32,1.88,4.0
Au-F-O-Ru,2,1.49,0.5515432893255069,1.1,1.88,4.0
Au-F-O-Sb,2,1.28,0.45254833995939053,0.96,1.6,4.0
Au-F-O-Sc,2,1.52,0.7071067811865476,1.02,2.02,4.0
Au-F-O-Si,2,1.7799999999999998,0.876812408671319,1.16,2.4,4.0
Au-F-O-Sn,2,1.04,0.311126983722081,0.82,1.26,4.0
Au-F-O-Sr,2,1.52,0.5374011537017762,1.14,1.9,4.0
Au-F-O-Ta,2,1.2000000000000002,1.4142135623730951,0.2,2.2,4.0
Au-F-O-Te,2,1.4,0.5091168824543141,1.04,1.76,4.0
Au-F-O-Ti,2,1.06,1.1030865786510142,0.28,1.84,4.0
Au-F-O-Tl,2,1.2799999999999998,0.1414213562373094,1.18,1.38,4.0
Au-F-O-V,2,1.25,0.8343860018001261,0.66,1.84,4.0
Au-F-O-W,2,1.5299999999999998,1.1737972567696688,0.7,2.36,4.0
Au-F-O-Y,2,1.4300000000000002,0.43840620433565947,1.12,1.74,4.0
Au-F-O-Zn,2,1.54,0.19798989873223324,1.4,1.68,4.0
Au-F-O-Zr,2,1.45,1.2020815280171306,0.6,2.3,4.0
Au-Fe-N,2,1.79,0.268700576850888,1.6,1.98,3.0
Au-Fe-O,2,1.5,0.25455844122715704,1.32,1.68,3.0
Au-Fe-O-S,2,1.1800000000000002,0.16970562748477147,1.06,1.3,4.0
Au-Ga-N,2,2.08,0.16970562748477155,1.96,2.2,3.0
Au-Ga-O,2,1.46,0.14142135623730956,1.36,1.56,3.0
Au-Ga-O-S,2,1.28,0.05656854249492385,1.24,1.32,4.0
Au-Ge-N,2,1.93,0.014142135623730963,1.92,1.94,3.0
Au-Ge-O,2,1.37,0.2687005768508882,1.18,1.56,3.0
Au-Ge-O-S,2,1.23,0.24041630560342606,1.06,1.4,4.0
Au-Hf-N,2,2.01,0.3818376618407356,1.74,2.28,3.0
Au-Hf-O,2,1.74,1.0465180361560904,1.0,2.48,3.0
Au-Hf-O-S,2,1.5599999999999998,0.9899494936611662,0.86,2.26,4.0
Au-Hg-N,2,2.65,0.268700576850888,2.46,2.84,3.0
Au-Hg-O,2,1.9,0.11313708498984763,1.82,1.98,3.0
Au-Hg-O-S,2,1.37,0.014142135623730885,1.36,1.38,4.0
Au-In-N,2,1.97,0.014142135623730963,1.96,1.98,3.0
Au-In-O,2,1.31,0.12727922061357844,1.22,1.4,3.0
Au-In-O-S,2,1.15,0.09899494936611666,1.08,1.22,4.0
Au-Ir-N,2,2.16,0.3111269837220807,1.94,2.38,3.0
Au-Ir-O,2,2.0,0.3959797974644666,1.72,2.28,3.0
Au-Ir-O-S,2,1.5299999999999998,0.2121320343559642,1.38,1.68,4.0
Au-K-N,2,3.45,1.1172287142747452,2.66,4.24,3.0
Au-K-O,2,1.62,0.22627416997969532,1.46,1.78,3.0
Au-K-O-S,2,2.39,1.0323759005323594,1.66,3.12,4.0
Au-La-N,2,1.96,0.7353910524340095,1.44,2.48,3.0
Au-La-O,2,1.38,0.39597979746446643,1.1,1.66,3.0
Au-La-O-S,2,1.01,0.09899494936611673,0.94,1.08,4.0
Au-Li-N,2,2.49,0.26870057685088844,2.3,2.68,3.0
Au-Li-O,2,1.92,0.36769552621700496,1.66,2.18,3.0
Au-Li-O-S,2,1.5,0.14142135623730964,1.4,1.6,4.0
Au-Mg-N,2,2.53,0.3818376618407357,2.26,2.8,3.0
Au-Mg-O,2,1.5099999999999998,0.1838477631085023,1.38,1.64,3.0
Au-Mg-O-S,2,1.26,0.31112698372208086,1.04,1.48,4.0
Au-Mn-N,2,1.65,0.26870057685088805,1.46,1.84,3.0
Au-Mn-O,2,1.24,0.2262741699796951,1.08,1.4,3.0
Au-Mn-O-S,2,1.24,0.25455844122715704,1.06,1.42,4.0
Au-Mo-N,2,1.58,0.6788225099390857,1.1,2.06,3.0
Au-Mo-O,2,1.24,0.7353910524340095,0.72,1.76,3.0
Au-Mo-O-S,2,1.23,0.6081118318204308,0.8,1.66,4.0
Au-N-Na,2,3.0700000000000003,0.6363961030678928,2.62,3.52,3.0
Au-N-Nb,2,1.71,0.2121320343559642,1.56,1.86,3.0
Au-N-Ni,2,1.94,0.028284271247461926,1.92,1.96,3.0
Au-N-O,2,2.1500000000000004,0.042426406871192736,2.12,2.18,3.0
Au-N-Os,2,2.06,0.5939696961966999,1.64,2.48,3.0
Au-N-Pb,2,2.05,0.042426406871192736,2.02,2.08,3.0
Au-N-Pd,2,2.2,0.2545584412271569,2.02,2.38,3.0
Au-N-Pt,2,1.94,0.028284271247461926,1.92,1.96,3.0
Au-N-Rb,2,3.45,1.0040916292848974,2.74,4.16,3.0
Au-N-Re,2,2.16,1.3010764773832475,1.24,3.08,3.0
Au-N-Rh,2,2.0300000000000002,0.09899494936611658,1.96,2.1,3.0
Au-N-Ru,2,1.9300000000000002,0.0989949493661165,1.86,2.0,3.0
Au-N-Sb,2,2.16,0.2545584412271572,1.98,2.34,3.0
Au-N-Sc,2,2.05,0.2969848480983498,1.84,2.26,3.0
Au-N-Si,2,1.94,0.311126983722081,1.72,2.16,3.0
Au-N-Sn,2,1.7799999999999998,0.16970562748477133,1.66,1.9,3.0
Au-N-Sr,2,2.88,0.8485281374238571,2.28,3.48,3.0
Au-N-Ta,2,1.67,0.4101219330881976,1.38,1.96,3.0
Au-N-Te,2,2.34,0.22627416997969493,2.18,2.5,3.0
Au-N-Ti,2,1.83,0.09899494936611666,1.76,1.9,3.0
Au-N-Tl,2,2.62,0.31112698372208103,2.4,2.84,3.0
Au-N-V,2,2.04,0.7071067811865476,1.54,2.54,3.0
Au-N-W,2,1.42,0.6505382386916236,0.96,1.88,3.0
Au-N-Y,2,2.11,0.268700576850888,1.92,2.3,3.0
Au-N-Zn,2,2.08,0.05656854249492385,2.04,2.12,3.0
Au-N-Zr,2,1.5899999999999999,0.26870057685088805,1.4,1.78,3.0
Au-Na-O,2,1.98,0.6222539674441617,1.54,2.42,3.0
Au-Na-O-S,2,1.6800000000000002,0.08485281374238554,1.62,1.74,4.0
Au-Nb-O,2,1.13,0.8343860018001261,0.54,1.72,3.0
Au-Nb-O-S,2,1.33,1.0889444430272832,0.56,2.1,4.0
Au-Ni-O,2,1.83,0.15556349186104035,1.72,1.94,3.0
Au-Ni-O-S,2,1.38,0.08485281374238571,1.32,1.44,4.0
Au-O-Os,2,1.8599999999999999,0.6222539674441617,1.42,2.3,3.0
Au-O-Os-S,2,1.46,0.36769552621700474,1.2,1.72,4.0
Au-O-Pb,2,1.55,0.2969848480983499,1.34,1.76,3.0
Au-O-Pb-S,2,1.28,0.028284271247461926,1.26,1.3,4.0
Au-O-Pd,2,2.0,0.08485281374238578,1.94,2.06,3.0
Au-O-Pd-S,2,1.51,0.09899494936611673,1.44,1.58,4.0
Au-O-Pt,2,2.0,0.14142135623730964,1.9,2.1,3.0
Au-O-Pt-S,2,1.55,0.04242640687119289,1.52,1.58,4.0
Au-O-Rb,2,2.24,1.0465180361560902,1.5,2.98,3.0
Au-O-Rb-S,2,2.45,1.0323759005323596,1.72,3.18,4.0
Au-O-Re,2,1.5,0.8485281374238571,0.9,2.1,3.0
Au-O-Re-S,2,1.38,0.5939696961966999,0.96,1.8,4.0
Au-O-Rh,2,1.9100000000000001,0.18384776310850245,1.78,2.04,3.0
Au-O-Rh-S,2,1.43,0.04242640687119289,1.4,1.46,4.0
Au-O-Ru,2,1.95,0.5798275605729689,1.54,2.36,3.0
Au-O-Ru-S,2,1.4300000000000002,0.2121320343559642,1.28,1.58,4.0
Au-O-S-Sb,2,1.23,0.4101219330881976,0.94,1.52,4.0
Au-O-S-Sc,2,1.35,0.6081118318204309,0.92,1.78,4.0
Au-O-S-Si,2,1.6600000000000001,0.565685424949238,1.26,2.06,4.0
Au-O-S-Sn,2,1.1400000000000001,0.22627416997969532,0.98,1.3,4.0
Au-O-S-Sr,2,1.22,0.1131370849898477,1.14,1.3,4.0
