sample_id,split_strategy,metric,nearest_train_sample_id,nearest_train_composition_distance,target
10481,random_iid,cosine,14592,3.3306690738754696e-16,0.42
10493,random_iid,cosine,10451,1.1102230246251565e-16,2.16
10496,random_iid,cosine,3789,1.1102230246251565e-16,4.56
10501,random_iid,cosine,9393,0.08831538832289654,0.34
10505,random_iid,cosine,1149,0.08013378899220025,2.26
10513,random_iid,cosine,5396,2.220446049250313e-16,2.2
10532,random_iid,cosine,17119,1.1102230246251565e-16,1.92
10540,random_iid,cosine,9023,0.08013378899220014,2.1
10548,random_iid,cosine,1507,2.220446049250313e-16,1.88
10567,random_iid,cosine,12951,0.08831538832289643,1.22
10590,random_iid,cosine,13915,0.08831538832289654,1.06
10605,random_iid,cosine,8878,2.220446049250313e-16,2.26
10607,random_iid,cosine,5431,0.08013378899220025,1.08
10615,random_iid,cosine,4082,2.220446049250313e-16,1.14
10630,random_iid,cosine,1100,2.220446049250313e-16,2.96
10638,random_iid,cosine,3021,2.220446049250313e-16,1.42
10718,random_iid,cosine,633,2.220446049250313e-16,1.52
10722,random_iid,cosine,5181,0.0,0.98
10726,random_iid,cosine,15976,0.08831538832289654,1.32
10731,random_iid,cosine,1320,2.220446049250313e-16,2.24
10734,random_iid,cosine,5431,0.08013378899220025,1.02
10735,random_iid,cosine,2996,2.220446049250313e-16,1.02
10739,random_iid,cosine,2438,1.1102230246251565e-16,1.48
10761,random_iid,cosine,8446,1.1102230246251565e-16,2.82
10774,random_iid,cosine,140,0.0,-0.1
10782,random_iid,cosine,14910,0.08831538832289643,0.72
10786,random_iid,cosine,9031,0.08831538832289643,0.78
10796,random_iid,cosine,1141,0.0,1.8
10801,random_iid,cosine,2039,1.1102230246251565e-16,1.68
10807,random_iid,cosine,4850,1.1102230246251565e-16,0.6
10824,random_iid,cosine,17770,2.220446049250313e-16,0.78
10830,random_iid,cosine,3939,2.220446049250313e-16,1.52
10836,random_iid,cosine,1797,0.15484574527148354,4.06
10865,random_iid,cosine,13765,1.1102230246251565e-16,0.74
10871,random_iid,cosine,5384,0.08013378899220014,0.4
10876,random_iid,cosine,6112,0.0,2.02
10884,random_iid,cosine,9770,2.220446049250313e-16,1.64
10887,random_iid,cosine,13025,2.220446049250313e-16,1.44
10892,random_iid,cosine,16058,2.220446049250313e-16,1.02
10898,random_iid,cosine,9004,0.08831538832289643,0.74
10901,random_iid,cosine,10280,2.220446049250313e-16,0.04
10931,random_iid,cosine,11038,0.07549967295795157,1.14
10933,random_iid,cosine,13911,0.07549967295795157,1.76
10935,random_iid,cosine,5601,3.3306690738754696e-16,1.4
10944,random_iid,cosine,13340,2.220446049250313e-16,1.32
10977,random_iid,cosine,3407,2.220446049250313e-16,1.2
10995,random_iid,cosine,7706,3.3306690738754696e-16,0.28
11018,random_iid,cosine,7845,3.3306690738754696e-16,1.08
11019,random_iid,cosine,5361,2.220446049250313e-16,1.04
11037,random_iid,cosine,13988,2.220446049250313e-16,1.54
11039,random_iid,cosine,1339,0.08831538832289654,0.82
11044,random_iid,cosine,6295,2.220446049250313e-16,1.02
11050,random_iid,cosine,18911,2.220446049250313e-16,2.18
11066,random_iid,cosine,1149,0.08013378899220025,1.72
11072,random_iid,cosine,17505,1.1102230246251565e-16,1.06
11074,random_iid,cosine,8328,2.220446049250313e-16,1.24
11078,random_iid,cosine,6175,0.08831538832289643,1.48
11090,random_iid,cosine,14048,2.220446049250313e-16,1.78
11091,random_iid,cosine,7310,1.1102230246251565e-16,0.88
11097,random_iid,cosine,5164,2.220446049250313e-16,3.94
11098,random_iid,cosine,6487,2.220446049250313e-16,4.62
11127,random_iid,cosine,813,1.1102230246251565e-16,1.02
11148,random_iid,cosine,158,0.08013378899220025,1.36
11155,random_iid,cosine,1146,3.3306690738754696e-16,0.88
11160,random_iid,cosine,10817,0.0,2.5
11162,random_iid,cosine,4749,2.220446049250313e-16,1.12
11178,random_iid,cosine,18598,2.220446049250313e-16,0.86
11187,random_iid,cosine,17712,1.1102230246251565e-16,1.44
11195,random_iid,cosine,12184,2.220446049250313e-16,2.64
11206,random_iid,cosine,17831,1.1102230246251565e-16,1.8
11225,random_iid,cosine,4647,0.11808289631180324,2.14
11250,random_iid,cosine,5920,1.1102230246251565e-16,2.46
11267,random_iid,cosine,2235,0.15484574527148354,0.78
11270,random_iid,cosine,9267,1.1102230246251565e-16,0.86
11275,random_iid,cosine,1520,2.220446049250313e-16,0.8
11282,random_iid,cosine,7640,0.0,1.3
11287,random_iid,cosine,12422,0.08831538832289654,1.8
11292,random_iid,cosine,9870,2.220446049250313e-16,0.8
11293,random_iid,cosine,874,2.220446049250313e-16,1.24
11311,random_iid,cosine,3129,1.1102230246251565e-16,1.88
11313,random_iid,cosine,6304,1.1102230246251565e-16,1.14
11315,random_iid,cosine,1378,0.15484574527148354,3.48
11316,random_iid,cosine,2536,2.220446049250313e-16,1.2
11335,random_iid,cosine,17749,3.3306690738754696e-16,0.92
11369,random_iid,cosine,5681,0.08831538832289654,0.56
11379,random_iid,cosine,8865,1.1102230246251565e-16,1.4
11387,random_iid,cosine,921,2.220446049250313e-16,0.66
11391,random_iid,cosine,3380,1.1102230246251565e-16,2.42
11398,random_iid,cosine,3356,2.220446049250313e-16,0.98
11399,random_iid,cosine,491,0.0,1.72
11423,random_iid,cosine,4849,1.1102230246251565e-16,1.86
11427,random_iid,cosine,6616,1.1102230246251565e-16,2.4
11429,random_iid,cosine,18034,2.220446049250313e-16,2.86
11432,random_iid,cosine,4053,1.1102230246251565e-16,0.88
11453,random_iid,cosine,3539,0.08831538832289654,2.36
11457,random_iid,cosine,11139,2.220446049250313e-16,1.82
11465,random_iid,cosine,18469,1.1102230246251565e-16,1.16
11504,random_iid,cosine,5521,1.1102230246251565e-16,1.74
11511,random_iid,cosine,2950,2.220446049250313e-16,1.0
11518,random_iid,cosine,10489,1.1102230246251565e-16,1.34
11529,random_iid,cosine,13713,1.1102230246251565e-16,2.7
11545,random_iid,cosine,2032,0.08831538832289643,2.38
11567,random_iid,cosine,14642,2.220446049250313e-16,1.18
11615,random_iid,cosine,15972,1.1102230246251565e-16,1.72
11631,random_iid,cosine,259,1.1102230246251565e-16,0.84
11633,random_iid,cosine,821,0.15484574527148354,1.82
11658,random_iid,cosine,1276,2.220446049250313e-16,0.82
11668,random_iid,cosine,9142,2.220446049250313e-16,3.92
11675,random_iid,cosine,5160,3.3306690738754696e-16,0.38
11682,random_iid,cosine,7815,1.1102230246251565e-16,1.28
11696,random_iid,cosine,306,0.08831538832289654,2.64
11698,random_iid,cosine,14265,1.1102230246251565e-16,1.56
11702,random_iid,cosine,17183,1.1102230246251565e-16,1.28
11712,random_iid,cosine,8125,2.220446049250313e-16,1.46
11717,random_iid,cosine,16784,0.0,4.46
11753,random_iid,cosine,955,2.220446049250313e-16,1.04
11770,random_iid,cosine,12362,2.220446049250313e-16,0.74
11776,random_iid,cosine,4250,2.220446049250313e-16,1.1
11778,random_iid,cosine,1714,0.08831538832289643,2.14
11797,random_iid,cosine,11341,1.1102230246251565e-16,0.76
11799,random_iid,cosine,12845,1.1102230246251565e-16,1.12
11804,random_iid,cosine,2488,2.220446049250313e-16,1.12
11807,random_iid,cosine,14083,2.220446049250313e-16,0.84
11811,random_iid,cosine,3575,2.220446049250313e-16,0.72
11816,random_iid,cosine,15855,2.220446049250313e-16,2.24
11817,random_iid,cosine,17239,1.1102230246251565e-16,1.8
11825,random_iid,cosine,14708,0.08831538832289654,1.26
11830,random_iid,cosine,974,1.1102230246251565e-16,2.5
11838,random_iid,cosine,2472,2.220446049250313e-16,2.26
11866,random_iid,cosine,1164,0.08831538832289643,0.7
11868,random_iid,cosine,17972,3.3306690738754696e-16,1.56
11872,random_iid,cosine,8008,1.1102230246251565e-16,3.2
11877,random_iid,cosine,17713,0.0,3.02
11885,random_iid,cosine,6689,0.08013378899220025,0.94
11890,random_iid,cosine,9168,1.1102230246251565e-16,1.32
11896,random_iid,cosine,17724,0.07549967295795157,2.22
11914,random_iid,cosine,2208,2.220446049250313e-16,1.14
11915,random_iid,cosine,6684,1.1102230246251565e-16,2.5
11921,random_iid,cosine,8923,1.1102230246251565e-16,1.22
11928,random_iid,cosine,8621,2.220446049250313e-16,2.3
11930,random_iid,cosine,1319,1.1102230246251565e-16,1.72
11935,random_iid,cosine,1410,2.220446049250313e-16,1.0
11937,random_iid,cosine,11352,0.0,2.28
11940,random_iid,cosine,17266,2.220446049250313e-16,2.22
11977,random_iid,cosine,14443,1.1102230246251565e-16,0.74
11981,random_iid,cosine,5897,2.220446049250313e-16,1.32
11983,random_iid,cosine,15963,3.3306690738754696e-16,0.94
12000,random_iid,cosine,1306,2.220446049250313e-16,1.78
12004,random_iid,cosine,1906,1.1102230246251565e-16,0.92
12011,random_iid,cosine,1203,1.1102230246251565e-16,1.4
12019,random_iid,cosine,4586,2.220446049250313e-16,0.88
12022,random_iid,cosine,3288,0.08831538832289654,0.28
12034,random_iid,cosine,10059,0.11808289631180324,0.66
12038,random_iid,cosine,11218,2.220446049250313e-16,0.18
12073,random_iid,cosine,8044,2.220446049250313e-16,0.94
12079,random_iid,cosine,9022,0.0,1.36
12084,random_iid,cosine,8105,2.220446049250313e-16,1.12
12104,random_iid,cosine,6243,2.220446049250313e-16,0.04
12120,random_iid,cosine,14392,2.220446049250313e-16,0.84
12138,random_iid,cosine,3320,2.220446049250313e-16,2.3
12139,random_iid,cosine,16892,1.1102230246251565e-16,0.68
12143,random_iid,cosine,4685,3.3306690738754696e-16,2.04
12159,random_iid,cosine,5978,0.08013378899220025,1.2
12162,random_iid,cosine,10258,2.220446049250313e-16,1.88
12176,random_iid,cosine,99,0.08831538832289643,2.1
12179,random_iid,cosine,10188,0.0,0.54
12181,random_iid,cosine,4008,1.1102230246251565e-16,2.82
12194,random_iid,cosine,2955,2.220446049250313e-16,1.88
12195,random_iid,cosine,14788,0.08831538832289654,0.44
12243,random_iid,cosine,15239,2.220446049250313e-16,1.12
12252,random_iid,cosine,9136,2.220446049250313e-16,1.48
12264,random_iid,cosine,11081,0.08013378899220025,1.86
12270,random_iid,cosine,13851,1.1102230246251565e-16,0.34
12273,random_iid,cosine,5616,2.220446049250313e-16,0.52
12276,random_iid,cosine,3171,0.08013378899220014,1.18
12277,random_iid,cosine,11223,2.220446049250313e-16,1.34
12285,random_iid,cosine,9214,2.220446049250313e-16,0.92
12301,random_iid,cosine,6087,0.08013378899220025,1.98
12303,random_iid,cosine,1625,0.08013378899220025,1.36
12307,random_iid,cosine,158,0.08013378899220025,2.34
12313,random_iid,cosine,150,2.220446049250313e-16,0.56
12314,random_iid,cosine,14601,0.08831538832289654,0.5
12319,random_iid,cosine,11990,0.0,1.0
12320,random_iid,cosine,2162,2.220446049250313e-16,0.78
12349,random_iid,cosine,14808,2.220446049250313e-16,1.72
12365,random_iid,cosine,8473,1.1102230246251565e-16,1.68
12366,random_iid,cosine,3302,0.15484574527148354,1.48
12374,random_iid,cosine,1853,3.3306690738754696e-16,1.9
12379,random_iid,cosine,2368,2.220446049250313e-16,1.48
12406,random_iid,cosine,11592,1.1102230246251565e-16,1.66
12412,random_iid,cosine,3037,2.220446049250313e-16,1.72
12416,random_iid,cosine,12864,1.1102230246251565e-16,0.96
12437,random_iid,cosine,2244,2.220446049250313e-16,0.94
12439,random_iid,cosine,6311,1.1102230246251565e-16,1.04
12456,random_iid,cosine,1154,0.08831538832289643,1.1
12461,random_iid,cosine,15988,1.1102230246251565e-16,0.9
12475,random_iid,cosine,2863,1.1102230246251565e-16,0.88
12484,random_iid,cosine,6107,0.08831538832289654,0.86
12487,random_iid,cosine,4229,1.1102230246251565e-16,1.38
12490,random_iid,cosine,1467,1.1102230246251565e-16,1.26
12492,random_iid,cosine,17750,2.220446049250313e-16,1.94
12510,random_iid,cosine,5272,0.08831538832289643,1.3
12511,random_iid,cosine,3232,0.08831538832289654,1.42
12523,random_iid,cosine,15927,1.1102230246251565e-16,1.66
12534,random_iid,cosine,14095,0.0,1.88
12536,random_iid,cosine,15159,0.08013378899220025,2.18
12537,random_iid,cosine,4890,0.0,2.84
12546,random_iid,cosine,12799,1.1102230246251565e-16,2.38
12555,random_iid,cosine,17175,1.1102230246251565e-16,1.76
12560,random_iid,cosine,9609,0.07549967295795157,1.34
12562,random_iid,cosine,3785,0.08831538832289643,1.8
12570,random_iid,cosine,12738,1.1102230246251565e-16,0.86
12574,random_iid,cosine,5676,2.220446049250313e-16,0.92
12577,random_iid,cosine,1898,2.220446049250313e-16,1.26
12584,random_iid,cosine,14300,2.220446049250313e-16,1.46
12593,random_iid,cosine,11256,2.220446049250313e-16,2.1
12596,random_iid,cosine,689,0.07549967295795157,1.12
12614,random_iid,cosine,7004,1.1102230246251565e-16,1.28
12616,random_iid,cosine,16517,2.220446049250313e-16,1.46
12618,random_iid,cosine,10483,0.0,1.58
12634,random_iid,cosine,1615,2.220446049250313e-16,2.56
12635,random_iid,cosine,15714,0.0,1.54
12636,random_iid,cosine,16483,2.220446049250313e-16,3.58
12655,random_iid,cosine,11507,2.220446049250313e-16,1.52
12656,random_iid,cosine,12331,2.220446049250313e-16,1.0
12687,random_iid,cosine,8414,1.1102230246251565e-16,0.86
12727,random_iid,cosine,11662,2.220446049250313e-16,1.08
12730,random_iid,cosine,9747,0.08831538832289643,0.98
12767,random_iid,cosine,343,2.220446049250313e-16,2.98
12785,random_iid,cosine,6837,2.220446049250313e-16,1.12
12787,random_iid,cosine,1077,0.0,0.78
12792,random_iid,cosine,13196,1.1102230246251565e-16,1.78
12797,random_iid,cosine,14363,0.0,1.08
12802,random_iid,cosine,6565,2.220446049250313e-16,3.52
12804,random_iid,cosine,18541,0.08013378899220014,1.62
12811,random_iid,cosine,13321,1.1102230246251565e-16,1.36
12814,random_iid,cosine,9430,1.1102230246251565e-16,1.22
12822,random_iid,cosine,16801,2.220446049250313e-16,3.4
12881,random_iid,cosine,18565,0.0,1.66
12885,random_iid,cosine,1445,2.220446049250313e-16,0.8
12896,random_iid,cosine,17014,0.08831538832289643,0.7
12897,random_iid,cosine,9484,0.0,1.88
12899,random_iid,cosine,8173,2.220446049250313e-16,1.4
12900,random_iid,cosine,6217,1.1102230246251565e-16,1.6
12920,random_iid,cosine,16345,1.1102230246251565e-16,0.6
12928,random_iid,cosine,4735,1.1102230246251565e-16,1.02
12932,random_iid,cosine,7511,0.08831538832289654,1.36
12947,random_iid,cosine,5837,0.0,1.44
12970,random_iid,cosine,10293,1.1102230246251565e-16,1.68
13003,random_iid,cosine,12339,1.1102230246251565e-16,2.28
13004,random_iid,cosine,1650,2.220446049250313e-16,1.24
13010,random_iid,cosine,1691,2.220446049250313e-16,1.34
13015,random_iid,cosine,5049,1.1102230246251565e-16,1.38
13022,random_iid,cosine,3462,2.220446049250313e-16,0.9
13029,random_iid,cosine,6999,2.220446049250313e-16,1.22
13044,random_iid,cosine,8323,0.08831538832289643,1.74
13068,random_iid,cosine,2447,2.220446049250313e-16,2.98
13082,random_iid,cosine,9820,2.220446049250313e-16,0.94
13096,random_iid,cosine,8411,0.08013378899220025,1.68
13098,random_iid,cosine,4218,2.220446049250313e-16,2.04
13100,random_iid,cosine,11988,1.1102230246251565e-16,2.0
13173,random_iid,cosine,7968,0.08831538832289654,1.22
13174,random_iid,cosine,1478,0.08831538832289654,1.16
13195,random_iid,cosine,12488,2.220446049250313e-16,1.16
13201,random_iid,cosine,17499,2.220446049250313e-16,1.18
13204,random_iid,cosine,10315,2.220446049250313e-16,3.2
13205,random_iid,cosine,15386,2.220446049250313e-16,1.46
13212,random_iid,cosine,2451,1.1102230246251565e-16,1.76
13241,random_iid,cosine,15163,1.1102230246251565e-16,1.54
13253,random_iid,cosine,10262,1.1102230246251565e-16,1.1
13275,random_iid,cosine,1407,0.08831538832289643,0.96
13310,random_iid,cosine,10737,3.3306690738754696e-16,0.9
13313,random_iid,cosine,12954,0.08831538832289643,0.94
13316,random_iid,cosine,9031,0.08831538832289643,0.58
13325,random_iid,cosine,9811,1.1102230246251565e-16,0.7
13328,random_iid,cosine,14628,2.220446049250313e-16,1.0
13332,random_iid,cosine,15596,2.220446049250313e-16,1.5
13335,random_iid,cosine,18909,3.3306690738754696e-16,0.88
13337,random_iid,cosine,3923,2.220446049250313e-16,0.1
13338,random_iid,cosine,4523,0.08831538832289654,2.92
13346,random_iid,cosine,181,1.1102230246251565e-16,1.8
13361,random_iid,cosine,8387,2.220446049250313e-16,2.74
13362,random_iid,cosine,4718,1.1102230246251565e-16,1.7
13369,random_iid,cosine,13790,1.1102230246251565e-16,0.56
13376,random_iid,cosine,12110,2.220446049250313e-16,1.22
13396,random_iid,cosine,14929,2.220446049250313e-16,0.06
13397,random_iid,cosine,9044,2.220446049250313e-16,2.46
13398,random_iid,cosine,14187,3.3306690738754696e-16,1.42
13406,random_iid,cosine,3300,0.0,1.66
13416,random_iid,cosine,100,1.1102230246251565e-16,2.64
13418,random_iid,cosine,18661,2.220446049250313e-16,0.56
13431,random_iid,cosine,5079,1.1102230246251565e-16,1.74
13436,random_iid,cosine,9281,0.08831538832289643,1.36
13447,random_iid,cosine,5323,0.08831538832289643,0.42
13454,random_iid,cosine,6961,2.220446049250313e-16,1.72
13473,random_iid,cosine,10014,0.0,1.48
13483,random_iid,cosine,4038,2.220446049250313e-16,0.4
13491,random_iid,cosine,13001,1.1102230246251565e-16,1.82
13508,random_iid,cosine,391,0.15484574527148354,3.56
13522,random_iid,cosine,4666,2.220446049250313e-16,3.42
13524,random_iid,cosine,7580,0.0,0.5
13529,random_iid,cosine,13552,1.1102230246251565e-16,3.58
13556,random_iid,cosine,12335,2.220446049250313e-16,1.64
13566,random_iid,cosine,5105,2.220446049250313e-16,1.74
13582,random_iid,cosine,8585,1.1102230246251565e-16,1.58
13590,random_iid,cosine,4001,2.220446049250313e-16,2.96
13604,random_iid,cosine,15516,2.220446049250313e-16,2.36
13613,random_iid,cosine,9212,0.08013378899220014,1.56
13619,random_iid,cosine,5384,0.08013378899220025,2.12
13626,random_iid,cosine,112,0.08831538832289654,1.46
13637,random_iid,cosine,650,0.08013378899220025,2.24
13639,random_iid,cosine,1504,1.1102230246251565e-16,2.56
13641,random_iid,cosine,4347,2.220446049250313e-16,1.24
13646,random_iid,cosine,9122,2.220446049250313e-16,1.22
13648,random_iid,cosine,17088,0.0,1.32
13649,random_iid,cosine,6072,0.0,0.94
13651,random_iid,cosine,14214,2.220446049250313e-16,0.3
13658,random_iid,cosine,12776,2.220446049250313e-16,0.98
13666,random_iid,cosine,6825,2.220446049250313e-16,0.88
13668,random_iid,cosine,2311,0.11808289631180324,1.1
13672,random_iid,cosine,18101,0.0,1.5
13683,random_iid,cosine,7866,1.1102230246251565e-16,0.18
13684,random_iid,cosine,2944,0.08831538832289643,1.36
13685,random_iid,cosine,9506,2.220446049250313e-16,0.1
13696,random_iid,cosine,995,2.220446049250313e-16,2.12
13706,random_iid,cosine,9894,3.3306690738754696e-16,1.12
13710,random_iid,cosine,9294,1.1102230246251565e-16,1.34
13736,random_iid,cosine,8915,0.08831538832289643,1.12
13755,random_iid,cosine,9816,1.1102230246251565e-16,0.8
13799,random_iid,cosine,2055,1.1102230246251565e-16,1.28
13814,random_iid,cosine,14788,1.1102230246251565e-16,0.36
13824,random_iid,cosine,224,2.220446049250313e-16,2.8
13829,random_iid,cosine,9212,0.08013378899220025,1.52
13835,random_iid,cosine,3814,0.08013378899220014,0.5
13837,random_iid,cosine,13492,2.220446049250313e-16,1.68
13848,random_iid,cosine,8035,1.1102230246251565e-16,1.78
13852,random_iid,cosine,16035,0.08831538832289654,2.28
13853,random_iid,cosine,11448,0.07549967295795157,1.72
13861,random_iid,cosine,18537,2.220446049250313e-16,1.42
13876,random_iid,cosine,5431,0.08013378899220025,1.86
13880,random_iid,cosine,17697,3.3306690738754696e-16,1.0
13892,random_iid,cosine,6559,0.08831538832289643,1.16
13903,random_iid,cosine,171,0.0,1.56
13920,random_iid,cosine,11332,2.220446049250313e-16,1.56
13934,random_iid,cosine,796,0.08831538832289654,1.4
13940,random_iid,cosine,3307,1.1102230246251565e-16,1.94
13953,random_iid,cosine,15325,2.220446049250313e-16,1.72
13954,random_iid,cosine,7360,1.1102230246251565e-16,1.46
13958,random_iid,cosine,15236,2.220446049250313e-16,0.96
13967,random_iid,cosine,3790,2.220446049250313e-16,0.84
13987,random_iid,cosine,2187,0.08831538832289643,1.02
14004,random_iid,cosine,5583,2.220446049250313e-16,2.0
14006,random_iid,cosine,10872,2.220446049250313e-16,1.44
14013,random_iid,cosine,14479,2.220446049250313e-16,0.5
14018,random_iid,cosine,2837,1.1102230246251565e-16,1.14
14032,random_iid,cosine,6351,0.08831538832289643,1.0
14038,random_iid,cosine,18265,2.220446049250313e-16,1.1
14044,random_iid,cosine,5177,2.220446049250313e-16,2.08
14045,random_iid,cosine,453,0.08831538832289654,1.22
14064,random_iid,cosine,3787,2.220446049250313e-16,0.84
14067,random_iid,cosine,540,2.220446049250313e-16,1.44
14076,random_iid,cosine,5653,2.220446049250313e-16,1.2
14090,random_iid,cosine,2653,0.08831538832289643,0.98
14128,random_iid,cosine,1431,0.0,2.0
14132,random_iid,cosine,2131,2.220446049250313e-16,0.7
14142,random_iid,cosine,3756,0.08831538832289654,2.04
14147,random_iid,cosine,5823,1.1102230246251565e-16,1.46
14159,random_iid,cosine,9212,0.08013378899220025,1.72
14173,random_iid,cosine,11180,2.220446049250313e-16,3.7
14190,random_iid,cosine,2079,2.220446049250313e-16,2.62
14198,random_iid,cosine,8533,2.220446049250313e-16,1.86
14209,random_iid,cosine,7688,2.220446049250313e-16,1.44
14213,random_iid,cosine,10981,2.220446049250313e-16,1.08
14248,random_iid,cosine,8047,2.220446049250313e-16,1.02
14266,random_iid,cosine,18884,2.220446049250313e-16,1.26
14272,random_iid,cosine,1254,1.1102230246251565e-16,1.88
14273,random_iid,cosine,15671,1.1102230246251565e-16,1.94
14279,random_iid,cosine,18363,1.1102230246251565e-16,0.96
14316,random_iid,cosine,6248,2.220446049250313e-16,0.76
14322,random_iid,cosine,3014,0.0,3.06
14327,random_iid,cosine,18319,2.220446049250313e-16,1.28
14333,random_iid,cosine,7938,2.220446049250313e-16,1.82
14335,random_iid,cosine,13667,2.220446049250313e-16,0.52
14336,random_iid,cosine,14438,1.1102230246251565e-16,1.66
14344,random_iid,cosine,1585,0.08831538832289643,1.76
14353,random_iid,cosine,3882,3.3306690738754696e-16,1.04
14368,random_iid,cosine,3393,1.1102230246251565e-16,1.94
14374,random_iid,cosine,1120,2.220446049250313e-16,1.66
14375,random_iid,cosine,1164,0.08831538832289643,0.94
14381,random_iid,cosine,13611,2.220446049250313e-16,1.58
14383,random_iid,cosine,16840,0.0,1.42
14384,random_iid,cosine,1868,1.1102230246251565e-16,2.18
14395,random_iid,cosine,10826,2.220446049250313e-16,0.9
14399,random_iid,cosine,13790,0.08831538832289654,1.46
14400,random_iid,cosine,16672,0.08831538832289643,2.54
14417,random_iid,cosine,11042,2.220446049250313e-16,1.32
14429,random_iid,cosine,11142,2.220446049250313e-16,1.02
14441,random_iid,cosine,1324,2.220446049250313e-16,1.56
14448,random_iid,cosine,12241,0.08831538832289643,0.68
14450,random_iid,cosine,6625,1.1102230246251565e-16,1.38
14455,random_iid,cosine,6195,2.220446049250313e-16,1.94
14461,random_iid,cosine,10116,0.08831538832289654,0.74
14465,random_iid,cosine,9687,2.220446049250313e-16,1.12
14492,random_iid,cosine,15278,2.220446049250313e-16,1.04
14493,random_iid,cosine,18479,2.220446049250313e-16,2.14
14503,random_iid,cosine,5453,0.15484574527148354,2.4
14511,random_iid,cosine,6386,0.08831538832289643,0.4
14520,random_iid,cosine,14486,0.08013378899220014,0.28
14525,random_iid,cosine,2,2.220446049250313e-16,1.02
14526,random_iid,cosine,1995,0.0,3.26
14539,random_iid,cosine,15618,3.3306690738754696e-16,1.7
14554,random_iid,cosine,11043,2.220446049250313e-16,1.0
14569,random_iid,cosine,13838,0.0,2.72
14586,random_iid,cosine,3084,1.1102230246251565e-16,2.36
14602,random_iid,cosine,8408,1.1102230246251565e-16,1.78
14606,random_iid,cosine,18502,2.220446049250313e-16,2.06
14613,random_iid,cosine,12951,0.0,2.18
14617,random_iid,cosine,302,0.0,0.86
14633,random_iid,cosine,18150,0.08831538832289643,1.46
14651,random_iid,cosine,11808,2.220446049250313e-16,1.18
14658,random_iid,cosine,6791,2.220446049250313e-16,2.82
14676,random_iid,cosine,758,3.3306690738754696e-16,1.66
14682,random_iid,cosine,2073,0.08831538832289654,0.68
14685,random_iid,cosine,15141,2.220446049250313e-16,1.3
14689,random_iid,cosine,6612,0.08831538832289643,2.14
14691,random_iid,cosine,1692,2.220446049250313e-16,0.5
14699,random_iid,cosine,13715,1.1102230246251565e-16,2.04
14702,random_iid,cosine,16512,0.08013378899220025,1.36
14714,random_iid,cosine,1638,0.08831538832289654,1.2
14718,random_iid,cosine,14653,0.08831538832289654,2.18
14726,random_iid,cosine,8269,2.220446049250313e-16,0.52
14731,random_iid,cosine,3785,0.0,2.0
14735,random_iid,cosine,3991,2.220446049250313e-16,0.92
14736,random_iid,cosine,9972,0.08013378899220025,2.46
14739,random_iid,cosine,4763,0.08831538832289654,1.14
14741,random_iid,cosine,5611,2.220446049250313e-16,2.5
14752,random_iid,cosine,8336,0.0,1.14
14759,random_iid,cosine,5272,0.0,0.76
14761,random_iid,cosine,6845,1.1102230246251565e-16,0.84
14763,random_iid,cosine,12114,2.220446049250313e-16,1.04
14771,random_iid,cosine,4374,0.08831538832289654,1.5
14782,random_iid,cosine,3994,3.3306690738754696e-16,1.14
14783,random_iid,cosine,7905,0.08831538832289654,1.76
14787,random_iid,cosine,3902,0.08013378899220014,1.48
14807,random_iid,cosine,1129,2.220446049250313e-16,2.32
14809,random_iid,cosine,10230,0.0,0.28
14814,random_iid,cosine,14490,1.1102230246251565e-16,1.08
14822,random_iid,cosine,16147,2.220446049250313e-16,1.3
14825,random_iid,cosine,2873,1.1102230246251565e-16,1.24
14838,random_iid,cosine,2944,0.08831538832289643,1.16
14840,random_iid,cosine,2220,2.220446049250313e-16,0.94
14847,random_iid,cosine,1089,0.07549967295795157,0.7
14850,random_iid,cosine,14307,0.0,0.54
14853,random_iid,cosine,9921,0.08013378899220025,1.22
14854,random_iid,cosine,2001,2.220446049250313e-16,2.8
14861,random_iid,cosine,11447,1.1102230246251565e-16,2.28
14866,random_iid,cosine,17492,0.08831538832289643,2.12
14902,random_iid,cosine,16487,2.220446049250313e-16,1.68
14903,random_iid,cosine,14240,2.220446049250313e-16,1.5
14905,random_iid,cosine,11115,1.1102230246251565e-16,1.38
14913,random_iid,cosine,11768,3.3306690738754696e-16,3.74
14917,random_iid,cosine,1019,0.08831538832289654,0.7
14923,random_iid,cosine,15602,2.220446049250313e-16,1.64
14938,random_iid,cosine,2178,1.1102230246251565e-16,1.88
14946,random_iid,cosine,2033,1.1102230246251565e-16,1.12
14953,random_iid,cosine,15950,1.1102230246251565e-16,0.84
14955,random_iid,cosine,12744,0.08831538832289643,0.84
14983,random_iid,cosine,11876,3.3306690738754696e-16,0.88
14994,random_iid,cosine,2524,2.220446049250313e-16,1.22
14995,random_iid,cosine,985,1.1102230246251565e-16,2.88
15010,random_iid,cosine,12037,2.220446049250313e-16,1.14
15015,random_iid,cosine,1262,0.08831538832289643,1.28
15016,random_iid,cosine,11124,0.15484574527148354,2.06
15045,random_iid,cosine,16038,0.0,0.44
15054,random_iid,cosine,9823,2.220446049250313e-16,1.04
15067,random_iid,cosine,11616,2.220446049250313e-16,0.54
15103,random_iid,cosine,16544,1.1102230246251565e-16,1.18
15108,random_iid,cosine,7530,2.220446049250313e-16,1.06
15116,random_iid,cosine,12091,2.220446049250313e-16,1.42
