sample_id,target,target_bin_10,target_bin_5
4131,1.78,middle_80,middle_90
4132,1.7,middle_80,middle_90
4133,1.1,middle_80,middle_90
4134,1.74,middle_80,middle_90
4135,1.04,middle_80,middle_90
4136,2.22,middle_80,middle_90
4137,1.16,middle_80,middle_90
4138,1.8,middle_80,middle_90
4139,1.28,middle_80,middle_90
4140,2.02,middle_80,middle_90
4141,4.96,high_10,high_5
4142,1.5,middle_80,middle_90
4143,3.46,high_10,high_5
4144,0.98,middle_80,middle_90
4145,1.36,middle_80,middle_90
4146,1.48,middle_80,middle_90
4147,1.56,middle_80,middle_90
4148,1.58,middle_80,middle_90
4149,1.82,middle_80,middle_90
4150,0.46,low_10,low_5
4151,0.78,middle_80,middle_90
4152,1.24,middle_80,middle_90
4153,1.12,middle_80,middle_90
4154,0.86,middle_80,middle_90
4155,0.94,middle_80,middle_90
4156,2.56,high_10,middle_90
4157,0.96,middle_80,middle_90
4158,2.2,middle_80,middle_90
4159,-0.32,low_10,low_5
4160,1.86,middle_80,middle_90
4161,0.56,low_10,middle_90
4162,0.78,middle_80,middle_90
4163,1.2,middle_80,middle_90
4164,1.36,middle_80,middle_90
4165,1.6,middle_80,middle_90
4166,1.78,middle_80,middle_90
4167,2.3,middle_80,middle_90
4168,1.4,middle_80,middle_90
4169,1.96,middle_80,middle_90
4170,1.32,middle_80,middle_90
4171,1.14,middle_80,middle_90
4172,1.94,middle_80,middle_90
4173,0.64,low_10,middle_90
4174,0.82,middle_80,middle_90
4175,1.82,middle_80,middle_90
4176,1.48,middle_80,middle_90
4177,0.78,middle_80,middle_90
4178,1.86,middle_80,middle_90
4179,1.7,middle_80,middle_90
4180,0.62,low_10,middle_90
4181,2.26,middle_80,middle_90
4182,1.88,middle_80,middle_90
4183,1.2,middle_80,middle_90
4184,1.88,middle_80,middle_90
4185,3.04,high_10,high_5
4186,1.52,middle_80,middle_90
4187,0.52,low_10,middle_90
4188,1.04,middle_80,middle_90
4189,2.06,middle_80,middle_90
4190,1.3,middle_80,middle_90
4191,1.04,middle_80,middle_90
4192,0.42,low_10,low_5
4193,0.44,low_10,low_5
4194,2.86,high_10,middle_90
4195,1.4,middle_80,middle_90
4196,0.9,middle_80,middle_90
4197,2.44,high_10,middle_90
4198,0.8,middle_80,middle_90
4199,0.54,low_10,middle_90
4200,2.06,middle_80,middle_90
4201,1.28,middle_80,middle_90
4202,1.22,middle_80,middle_90
4203,3.52,high_10,high_5
4204,1.46,middle_80,middle_90
4205,1.5,middle_80,middle_90
4206,1.54,middle_80,middle_90
4207,1.04,middle_80,middle_90
4208,1.94,middle_80,middle_90
4209,0.6,low_10,middle_90
4210,1.46,middle_80,middle_90
4211,1.18,middle_80,middle_90
4212,1.8,middle_80,middle_90
4213,1.56,middle_80,middle_90
4214,1.14,middle_80,middle_90
4215,1.0,middle_80,middle_90
4216,3.06,high_10,high_5
4217,1.46,middle_80,middle_90
4218,1.74,middle_80,middle_90
4219,2.08,middle_80,middle_90
4220,1.26,middle_80,middle_90
4221,0.94,middle_80,middle_90
4222,0.58,low_10,middle_90
4223,0.9,middle_80,middle_90
4224,1.48,middle_80,middle_90
4225,2.3,middle_80,middle_90
4226,3.1,high_10,high_5
4227,3.98,high_10,high_5
4228,1.16,middle_80,middle_90
4229,1.48,middle_80,middle_90
4230,0.7,middle_80,middle_90
4231,1.2,middle_80,middle_90
4232,0.56,low_10,middle_90
4233,1.0,middle_80,middle_90
4234,0.34,low_10,low_5
4235,2.8,high_10,middle_90
4236,1.58,middle_80,middle_90
4237,1.96,middle_80,middle_90
4238,1.04,middle_80,middle_90
4239,0.76,middle_80,middle_90
4240,0.46,low_10,low_5
4241,1.36,middle_80,middle_90
4242,3.8,high_10,high_5
4243,1.32,middle_80,middle_90
4244,0.24,low_10,low_5
4245,2.14,middle_80,middle_90
4246,1.34,middle_80,middle_90
4247,2.58,high_10,middle_90
4248,0.92,middle_80,middle_90
4249,1.86,middle_80,middle_90
4250,1.38,middle_80,middle_90
4251,1.24,middle_80,middle_90
4252,1.38,middle_80,middle_90
4253,0.7,middle_80,middle_90
4254,1.62,middle_80,middle_90
4255,1.16,middle_80,middle_90
4256,1.64,middle_80,middle_90
4257,1.34,middle_80,middle_90
4258,1.08,middle_80,middle_90
4259,1.82,middle_80,middle_90
4260,1.16,middle_80,middle_90
4261,0.98,middle_80,middle_90
4262,1.7,middle_80,middle_90
4263,0.72,middle_80,middle_90
4264,1.08,middle_80,middle_90
4265,2.0,middle_80,middle_90
4266,2.06,middle_80,middle_90
4267,2.5,high_10,middle_90
4268,1.82,middle_80,middle_90
4269,1.58,middle_80,middle_90
4270,1.76,middle_80,middle_90
4271,1.4,middle_80,middle_90
4272,1.32,middle_80,middle_90
4273,1.04,middle_80,middle_90
4274,1.42,middle_80,middle_90
4275,1.04,middle_80,middle_90
4276,1.54,middle_80,middle_90
4277,2.26,middle_80,middle_90
4278,0.78,middle_80,middle_90
4279,2.6,high_10,middle_90
4280,0.46,low_10,low_5
4281,2.34,middle_80,middle_90
4282,1.44,middle_80,middle_90
4283,1.28,middle_80,middle_90
4284,0.7,middle_80,middle_90
4285,1.44,middle_80,middle_90
4286,2.04,middle_80,middle_90
4287,1.54,middle_80,middle_90
4288,1.62,middle_80,middle_90
4289,3.66,high_10,high_5
4290,3.06,high_10,high_5
4291,0.62,low_10,middle_90
4292,1.5,middle_80,middle_90
4293,1.2,middle_80,middle_90
4294,1.94,middle_80,middle_90
4295,0.54,low_10,middle_90
4296,2.22,middle_80,middle_90
4297,1.72,middle_80,middle_90
4298,2.8,high_10,middle_90
4299,0.98,middle_80,middle_90
4300,1.56,middle_80,middle_90
4301,0.82,middle_80,middle_90
4302,1.88,middle_80,middle_90
4303,0.64,low_10,middle_90
4304,1.92,middle_80,middle_90
4305,1.66,middle_80,middle_90
4306,1.56,middle_80,middle_90
4307,1.98,middle_80,middle_90
4308,1.76,middle_80,middle_90
4309,3.28,high_10,high_5
4310,0.92,middle_80,middle_90
4311,0.68,middle_80,middle_90
4312,1.52,middle_80,middle_90
4313,0.88,middle_80,middle_90
4314,-0.02,low_10,low_5
4315,1.02,middle_80,middle_90
4316,0.86,middle_80,middle_90
4317,1.82,middle_80,middle_90
4318,1.92,middle_80,middle_90
4319,1.16,middle_80,middle_90
4320,1.02,middle_80,middle_90
4321,0.84,middle_80,middle_90
4322,1.14,middle_80,middle_90
4323,3.42,high_10,high_5
4324,1.12,middle_80,middle_90
4325,1.62,middle_80,middle_90
4326,2.72,high_10,middle_90
4327,1.7,middle_80,middle_90
4328,2.08,middle_80,middle_90
4329,2.2,middle_80,middle_90
4330,1.56,middle_80,middle_90
4331,1.26,middle_80,middle_90
4332,0.94,middle_80,middle_90
4333,1.86,middle_80,middle_90
4334,1.36,middle_80,middle_90
4335,2.5,high_10,middle_90
4336,2.32,middle_80,middle_90
4337,2.5,high_10,middle_90
4338,2.14,middle_80,middle_90
4339,1.68,middle_80,middle_90
4340,0.36,low_10,low_5
4341,0.88,middle_80,middle_90
4342,2.16,middle_80,middle_90
4343,1.42,middle_80,middle_90
4344,2.98,high_10,high_5
4345,1.46,middle_80,middle_90
4346,2.1,middle_80,middle_90
4347,0.22,low_10,low_5
4348,1.0,middle_80,middle_90
4349,1.4,middle_80,middle_90
4350,2.64,high_10,middle_90
4351,1.26,middle_80,middle_90
4352,1.8,middle_80,middle_90
4353,1.22,middle_80,middle_90
4354,2.04,middle_80,middle_90
4355,1.88,middle_80,middle_90
4356,3.38,high_10,high_5
4357,0.42,low_10,low_5
4358,0.66,middle_80,middle_90
4359,1.58,middle_80,middle_90
4360,1.62,middle_80,middle_90
4361,1.44,middle_80,middle_90
4362,1.2,middle_80,middle_90
4363,1.3,middle_80,middle_90
4364,2.46,high_10,middle_90
4365,1.5,middle_80,middle_90
4366,0.86,middle_80,middle_90
4367,0.76,middle_80,middle_90
4368,2.72,high_10,middle_90
4369,0.26,low_10,low_5
4370,1.52,middle_80,middle_90
4371,1.92,middle_80,middle_90
4372,1.64,middle_80,middle_90
4373,1.58,middle_80,middle_90
4374,2.88,high_10,high_5
4375,1.22,middle_80,middle_90
4376,2.62,high_10,middle_90
4377,1.24,middle_80,middle_90
4378,1.02,middle_80,middle_90
4379,0.96,middle_80,middle_90
4380,1.0,middle_80,middle_90
4381,1.02,middle_80,middle_90
4382,1.52,middle_80,middle_90
4383,1.26,middle_80,middle_90
4384,0.78,middle_80,middle_90
4385,1.14,middle_80,middle_90
4386,2.98,high_10,high_5
4387,1.62,middle_80,middle_90
4388,2.24,middle_80,middle_90
4389,1.74,middle_80,middle_90
4390,1.9,middle_80,middle_90
4391,0.08,low_10,low_5
4392,0.68,middle_80,middle_90
4393,1.0,middle_80,middle_90
4394,1.32,middle_80,middle_90
4395,1.44,middle_80,middle_90
4396,2.0,middle_80,middle_90
4397,1.74,middle_80,middle_90
4398,2.88,high_10,high_5
4399,2.0,middle_80,middle_90
4400,1.14,middle_80,middle_90
4401,1.0,middle_80,middle_90
4402,0.52,low_10,middle_90
4403,1.14,middle_80,middle_90
4404,1.22,middle_80,middle_90
4405,1.44,middle_80,middle_90
4406,0.26,low_10,low_5
4407,1.22,middle_80,middle_90
4408,1.46,middle_80,middle_90
4409,3.66,high_10,high_5
4410,2.78,high_10,middle_90
4411,0.88,middle_80,middle_90
4412,0.18,low_10,low_5
4413,1.58,middle_80,middle_90
4414,0.88,middle_80,middle_90
4415,0.48,low_10,middle_90
4416,1.5,middle_80,middle_90
4417,1.3,middle_80,middle_90
4418,0.62,low_10,middle_90
4419,3.82,high_10,high_5
4420,0.96,middle_80,middle_90
4421,0.78,middle_80,middle_90
4422,2.32,middle_80,middle_90
4423,1.94,middle_80,middle_90
4424,0.26,low_10,low_5
4425,1.6,middle_80,middle_90
4426,0.8,middle_80,middle_90
4427,1.32,middle_80,middle_90
4428,2.2,middle_80,middle_90
4429,2.0,middle_80,middle_90
4430,0.96,middle_80,middle_90
4431,1.46,middle_80,middle_90
4432,1.2,middle_80,middle_90
4433,0.18,low_10,low_5
4434,3.4,high_10,high_5
4435,1.16,middle_80,middle_90
4436,1.64,middle_80,middle_90
4437,0.88,middle_80,middle_90
4438,3.22,high_10,high_5
4439,2.22,middle_80,middle_90
4440,1.18,middle_80,middle_90
4441,1.16,middle_80,middle_90
4442,1.3,middle_80,middle_90
4443,1.46,middle_80,middle_90
4444,1.42,middle_80,middle_90
4445,0.48,low_10,middle_90
4446,1.56,middle_80,middle_90
4447,1.86,middle_80,middle_90
4448,1.32,middle_80,middle_90
4449,0.96,middle_80,middle_90
4450,1.02,middle_80,middle_90
4451,2.56,high_10,middle_90
4452,1.66,middle_80,middle_90
4453,0.44,low_10,low_5
4454,1.52,middle_80,middle_90
4455,1.68,middle_80,middle_90
4456,1.56,middle_80,middle_90
4457,1.84,middle_80,middle_90
4458,1.36,middle_80,middle_90
4459,1.38,middle_80,middle_90
4460,0.9,middle_80,middle_90
4461,2.4,middle_80,middle_90
4462,0.72,middle_80,middle_90
4463,0.62,low_10,middle_90
4464,1.68,middle_80,middle_90
4465,1.36,middle_80,middle_90
4466,1.48,middle_80,middle_90
4467,3.02,high_10,high_5
4468,0.44,low_10,low_5
4469,2.58,high_10,middle_90
4470,1.52,middle_80,middle_90
4471,0.16,low_10,low_5
4472,2.24,middle_80,middle_90
4473,0.88,middle_80,middle_90
4474,0.96,middle_80,middle_90
4475,2.42,middle_80,middle_90
4476,1.96,middle_80,middle_90
4477,1.36,middle_80,middle_90
4478,1.34,middle_80,middle_90
4479,1.76,middle_80,middle_90
4480,1.6,middle_80,middle_90
4481,3.24,high_10,high_5
4482,1.1,middle_80,middle_90
4483,2.26,middle_80,middle_90
4484,1.52,middle_80,middle_90
4485,1.88,middle_80,middle_90
4486,0.94,middle_80,middle_90
4487,0.66,middle_80,middle_90
4488,2.5,high_10,middle_90
4489,1.34,middle_80,middle_90
4490,1.5,middle_80,middle_90
4491,1.02,middle_80,middle_90
4492,0.62,low_10,middle_90
4493,1.34,middle_80,middle_90
4494,0.78,middle_80,middle_90
4495,2.38,middle_80,middle_90
4496,2.06,middle_80,middle_90
4497,0.32,low_10,low_5
4498,1.24,middle_80,middle_90
4499,0.5,low_10,middle_90
4500,1.58,middle_80,middle_90
4501,0.78,middle_80,middle_90
4502,2.4,middle_80,middle_90
4503,0.78,middle_80,middle_90
4504,1.62,middle_80,middle_90
4505,0.72,middle_80,middle_90
4506,3.38,high_10,high_5
4507,1.22,middle_80,middle_90
4508,2.3,middle_80,middle_90
4509,1.08,middle_80,middle_90
4510,0.96,middle_80,middle_90
4511,1.68,middle_80,middle_90
4512,1.34,middle_80,middle_90
4513,1.28,middle_80,middle_90
4514,2.36,middle_80,middle_90
4515,1.2,middle_80,middle_90
4516,1.16,middle_80,middle_90
4517,0.88,middle_80,middle_90
4518,3.1,high_10,high_5
4519,1.64,middle_80,middle_90
4520,1.52,middle_80,middle_90
4521,0.94,middle_80,middle_90
4522,1.38,middle_80,middle_90
4523,3.04,high_10,high_5
4524,1.44,middle_80,middle_90
4525,1.74,middle_80,middle_90
4526,1.84,middle_80,middle_90
4527,0.8,middle_80,middle_90
4528,0.78,middle_80,middle_90
4529,1.74,middle_80,middle_90
4530,2.46,high_10,middle_90
4531,1.36,middle_80,middle_90
4532,0.56,low_10,middle_90
4533,0.96,middle_80,middle_90
4534,1.2,middle_80,middle_90
4535,0.74,middle_80,middle_90
4536,1.04,middle_80,middle_90
4537,1.86,middle_80,middle_90
4538,0.92,middle_80,middle_90
4539,1.12,middle_80,middle_90
4540,3.66,high_10,high_5
4541,0.56,low_10,middle_90
4542,2.7,high_10,middle_90
4543,1.32,middle_80,middle_90
4544,3.12,high_10,high_5
4545,0.8,middle_80,middle_90
4546,2.08,middle_80,middle_90
4547,0.44,low_10,low_5
4548,1.92,middle_80,middle_90
4549,1.04,middle_80,middle_90
4550,3.8,high_10,high_5
4551,1.32,middle_80,middle_90
4552,1.76,middle_80,middle_90
4553,1.5,middle_80,middle_90
4554,0.68,middle_80,middle_90
4555,0.94,middle_80,middle_90
4556,0.9,middle_80,middle_90
4557,0.74,middle_80,middle_90
4558,1.16,middle_80,middle_90
4559,3.44,high_10,high_5
4560,0.86,middle_80,middle_90
4561,1.64,middle_80,middle_90
4562,0.56,low_10,middle_90
4563,0.82,middle_80,middle_90
4564,1.14,middle_80,middle_90
4565,1.14,middle_80,middle_90
4566,2.44,high_10,middle_90
4567,1.44,middle_80,middle_90
4568,1.66,middle_80,middle_90
4569,1.64,middle_80,middle_90
4570,1.92,middle_80,middle_90
4571,1.22,middle_80,middle_90
4572,1.68,middle_80,middle_90
4573,1.04,middle_80,middle_90
4574,0.38,low_10,low_5
4575,1.1,middle_80,middle_90
4576,1.84,middle_80,middle_90
4577,1.9,middle_80,middle_90
4578,1.0,middle_80,middle_90
4579,3.02,high_10,high_5
4580,3.92,high_10,high_5
4581,1.96,middle_80,middle_90
4582,2.58,high_10,middle_90
4583,0.8,middle_80,middle_90
4584,2.66,high_10,middle_90
4585,1.28,middle_80,middle_90
4586,1.58,middle_80,middle_90
4587,1.06,middle_80,middle_90
4588,1.02,middle_80,middle_90
4589,1.4,middle_80,middle_90
4590,1.16,middle_80,middle_90
4591,1.4,middle_80,middle_90
4592,0.52,low_10,middle_90
4593,1.78,middle_80,middle_90
4594,0.36,low_10,low_5
4595,2.72,high_10,middle_90
4596,2.6,high_10,middle_90
4597,1.38,middle_80,middle_90
4598,0.72,middle_80,middle_90
4599,1.68,middle_80,middle_90
4600,1.84,middle_80,middle_90
4601,1.04,middle_80,middle_90
4602,2.42,middle_80,middle_90
4603,0.66,middle_80,middle_90
4604,0.72,middle_80,middle_90
4605,0.7,middle_80,middle_90
4606,0.38,low_10,low_5
4607,2.52,high_10,middle_90
4608,1.02,middle_80,middle_90
4609,4.38,high_10,high_5
4610,1.44,middle_80,middle_90
4611,1.98,middle_80,middle_90
4612,1.14,middle_80,middle_90
4613,2.02,middle_80,middle_90
4614,1.94,middle_80,middle_90
4615,2.3,middle_80,middle_90
4616,0.28,low_10,low_5
4617,3.84,high_10,high_5
4618,1.1,middle_80,middle_90
4619,0.46,low_10,low_5
4620,2.0,middle_80,middle_90
4621,0.86,middle_80,middle_90
4622,0.84,middle_80,middle_90
4623,3.28,high_10,high_5
4624,2.52,high_10,middle_90
4625,0.78,middle_80,middle_90
4626,0.58,low_10,middle_90
4627,1.3,middle_80,middle_90
4628,1.64,middle_80,middle_90
4629,0.68,middle_80,middle_90
4630,2.2,middle_80,middle_90
4631,1.74,middle_80,middle_90
4632,0.84,middle_80,middle_90
4633,1.08,middle_80,middle_90
4634,1.24,middle_80,middle_90
4635,0.98,middle_80,middle_90
4636,0.6,low_10,middle_90
4637,2.38,middle_80,middle_90
4638,0.8,middle_80,middle_90
4639,1.22,middle_80,middle_90
4640,1.16,middle_80,middle_90
4641,0.82,middle_80,middle_90
4642,0.84,middle_80,middle_90
4643,1.46,middle_80,middle_90
4644,1.64,middle_80,middle_90
4645,1.32,middle_80,middle_90
4646,0.64,low_10,middle_90
4647,3.08,high_10,high_5
4648,-0.16,low_10,low_5
4649,1.18,middle_80,middle_90
4650,1.36,middle_80,middle_90
4651,1.4,middle_80,middle_90
4652,0.68,middle_80,middle_90
4653,1.86,middle_80,middle_90
4654,4.24,high_10,high_5
4655,1.32,middle_80,middle_90
4656,0.76,middle_80,middle_90
4657,-0.36,low_10,low_5
4658,1.42,middle_80,middle_90
4659,1.38,middle_80,middle_90
4660,0.26,low_10,low_5
4661,0.38,low_10,low_5
4662,1.7,middle_80,middle_90
4663,2.1,middle_80,middle_90
4664,0.9,middle_80,middle_90
4665,1.04,middle_80,middle_90
4666,1.08,middle_80,middle_90
4667,0.22,low_10,low_5
4668,1.12,middle_80,middle_90
4669,1.74,middle_80,middle_90
4670,0.84,middle_80,middle_90
4671,1.02,middle_80,middle_90
4672,1.08,middle_80,middle_90
4673,4.34,high_10,high_5
4674,0.94,middle_80,middle_90
4675,2.62,high_10,middle_90
4676,0.68,middle_80,middle_90
4677,1.42,middle_80,middle_90
4678,1.98,middle_80,middle_90
4679,2.2,middle_80,middle_90
4680,1.86,middle_80,middle_90
4681,0.62,low_10,middle_90
4682,2.48,high_10,middle_90
4683,1.2,middle_80,middle_90
4684,1.08,middle_80,middle_90
4685,2.26,middle_80,middle_90
4686,0.76,middle_80,middle_90
4687,0.96,middle_80,middle_90
4688,0.94,middle_80,middle_90
4689,1.24,middle_80,middle_90
4690,1.08,middle_80,middle_90
4691,1.98,middle_80,middle_90
4692,1.56,middle_80,middle_90
4693,1.08,middle_80,middle_90
4694,1.92,middle_80,middle_90
4695,0.4,low_10,low_5
4696,3.58,high_10,high_5
4697,1.3,middle_80,middle_90
4698,2.06,middle_80,middle_90
4699,1.66,middle_80,middle_90
4700,1.68,middle_80,middle_90
4701,0.7,middle_80,middle_90
4702,1.12,middle_80,middle_90
4703,0.62,low_10,middle_90
4704,1.06,middle_80,middle_90
4705,0.5,low_10,middle_90
4706,1.48,middle_80,middle_90
4707,2.84,high_10,middle_90
4708,0.88,middle_80,middle_90
4709,1.5,middle_80,middle_90
4710,1.92,middle_80,middle_90
4711,0.9,middle_80,middle_90
4712,0.56,low_10,middle_90
4713,0.7,middle_80,middle_90
4714,1.4,middle_80,middle_90
4715,1.38,middle_80,middle_90
4716,1.26,middle_80,middle_90
4717,1.72,middle_80,middle_90
4718,0.58,low_10,middle_90
4719,1.54,middle_80,middle_90
4720,3.54,high_10,high_5
4721,1.34,middle_80,middle_90
4722,1.78,middle_80,middle_90
4723,1.14,middle_80,middle_90
4724,1.8,middle_80,middle_90
4725,1.54,middle_80,middle_90
4726,1.72,middle_80,middle_90
4727,0.44,low_10,low_5
4728,1.38,middle_80,middle_90
4729,1.2,middle_80,middle_90
4730,1.54,middle_80,middle_90
4731,2.42,middle_80,middle_90
4732,1.9,middle_80,middle_90
4733,1.04,middle_80,middle_90
4734,1.96,middle_80,middle_90
4735,2.58,high_10,middle_90
4736,0.68,middle_80,middle_90
4737,1.68,middle_80,middle_90
4738,2.06,middle_80,middle_90
4739,0.58,low_10,middle_90
4740,1.9,middle_80,middle_90
4741,1.34,middle_80,middle_90
4742,0.96,middle_80,middle_90
4743,0.02,low_10,low_5
4744,1.96,middle_80,middle_90
4745,1.18,middle_80,middle_90
4746,1.84,middle_80,middle_90
4747,1.84,middle_80,middle_90
4748,0.88,middle_80,middle_90
4749,1.44,middle_80,middle_90
4750,2.06,middle_80,middle_90
4751,1.38,middle_80,middle_90
4752,1.66,middle_80,middle_90
4753,1.2,middle_80,middle_90
4754,1.36,middle_80,middle_90
4755,2.92,high_10,high_5
4756,1.32,middle_80,middle_90
4757,0.86,middle_80,middle_90
4758,2.58,high_10,middle_90
4759,1.6,middle_80,middle_90
4760,0.42,low_10,low_5
4761,1.34,middle_80,middle_90
4762,1.34,middle_80,middle_90
4763,1.36,middle_80,middle_90
4764,0.34,low_10,low_5
4765,1.58,middle_80,middle_90
4766,3.5,high_10,high_5
4767,1.8,middle_80,middle_90
4768,2.44,high_10,middle_90
4769,1.42,middle_80,middle_90
4770,0.6,low_10,middle_90
4771,1.1,middle_80,middle_90
4772,0.34,low_10,low_5
4773,2.84,high_10,middle_90
4774,3.7,high_10,high_5
4775,0.74,middle_80,middle_90
4776,1.18,middle_80,middle_90
4777,1.86,middle_80,middle_90
4778,0.76,middle_80,middle_90
4779,1.8,middle_80,middle_90
4780,0.56,low_10,middle_90
4781,0.86,middle_80,middle_90
4782,1.24,middle_80,middle_90
4783,2.64,high_10,middle_90
4784,0.96,middle_80,middle_90
4785,1.68,middle_80,middle_90
4786,0.14,low_10,low_5
4787,1.36,middle_80,middle_90
4788,1.64,middle_80,middle_90
4789,1.58,middle_80,middle_90
4790,3.54,high_10,high_5
4791,0.94,middle_80,middle_90
4792,1.3,middle_80,middle_90
4793,0.74,middle_80,middle_90
4794,3.18,high_10,high_5
4795,1.06,middle_80,middle_90
4796,2.9,high_10,high_5
4797,1.5,middle_80,middle_90
4798,1.84,middle_80,middle_90
4799,1.36,middle_80,middle_90
4800,2.06,middle_80,middle_90
4801,1.62,middle_80,middle_90
4802,1.56,middle_80,middle_90
4803,1.14,middle_80,middle_90
4804,1.14,middle_80,middle_90
4805,1.1,middle_80,middle_90
4806,1.52,middle_80,middle_90
4807,1.24,middle_80,middle_90
4808,1.52,middle_80,middle_90
4809,1.5,middle_80,middle_90
4810,1.52,middle_80,middle_90
4811,1.14,middle_80,middle_90
4812,0.6,low_10,middle_90
4813,3.1,high_10,high_5
4814,1.66,middle_80,middle_90
4815,1.52,middle_80,middle_90
4816,1.4,middle_80,middle_90
4817,1.7,middle_80,middle_90
4818,0.58,low_10,middle_90
4819,0.54,low_10,middle_90
4820,1.32,middle_80,middle_90
4821,1.22,middle_80,middle_90
4822,0.26,low_10,low_5
4823,1.56,middle_80,middle_90
4824,1.4,middle_80,middle_90
4825,1.0,middle_80,middle_90
4826,0.78,middle_80,middle_90
4827,0.7,middle_80,middle_90
4828,1.78,middle_80,middle_90
4829,1.46,middle_80,middle_90
4830,2.1,middle_80,middle_90
4831,1.36,middle_80,middle_90
4832,3.22,high_10,high_5
4833,0.54,low_10,middle_90
4834,0.76,middle_80,middle_90
4835,1.32,middle_80,middle_90
4836,2.4,middle_80,middle_90
4837,4.22,high_10,high_5
4838,0.6,low_10,middle_90
4839,1.8,middle_80,middle_90
4840,1.02,middle_80,middle_90
4841,1.52,middle_80,middle_90
4842,1.02,middle_80,middle_90
4843,1.54,middle_80,middle_90
4844,1.22,middle_80,middle_90
4845,0.44,low_10,low_5
4846,1.26,middle_80,middle_90
4847,0.36,low_10,low_5
4848,2.1,middle_80,middle_90
4849,0.88,middle_80,middle_90
4850,1.14,middle_80,middle_90
4851,1.88,middle_80,middle_90
4852,2.82,high_10,middle_90
4853,0.2,low_10,low_5
4854,0.92,middle_80,middle_90
4855,0.86,middle_80,middle_90
4856,1.38,middle_80,middle_90
4857,1.08,middle_80,middle_90
4858,1.22,middle_80,middle_90
4859,1.02,middle_80,middle_90
4860,0.1,low_10,low_5
4861,1.04,middle_80,middle_90
4862,1.88,middle_80,middle_90
4863,1.24,middle_80,middle_90
4864,1.86,middle_80,middle_90
4865,2.0,middle_80,middle_90
4866,1.18,middle_80,middle_90
4867,1.76,middle_80,middle_90
4868,1.84,middle_80,middle_90
4869,2.48,high_10,middle_90
4870,1.26,middle_80,middle_90
4871,2.26,middle_80,middle_90
4872,1.54,middle_80,middle_90
4873,2.58,high_10,middle_90
4874,0.86,middle_80,middle_90
4875,2.22,middle_80,middle_90
4876,1.92,middle_80,middle_90
4877,2.32,middle_80,middle_90
4878,0.64,low_10,middle_90
4879,3.84,high_10,high_5
4880,1.24,middle_80,middle_90
4881,0.44,low_10,low_5
4882,1.22,middle_80,middle_90
4883,1.4,middle_80,middle_90
4884,0.42,low_10,low_5
4885,0.94,middle_80,middle_90
4886,0.68,middle_80,middle_90
4887,1.42,middle_80,middle_90
4888,1.5,middle_80,middle_90
4889,3.5,high_10,high_5
4890,1.76,middle_80,middle_90
4891,2.38,middle_80,middle_90
4892,1.56,middle_80,middle_90
4893,1.0,middle_80,middle_90
4894,1.18,middle_80,middle_90
4895,0.98,middle_80,middle_90
4896,0.64,low_10,middle_90
4897,4.34,high_10,high_5
4898,1.12,middle_80,middle_90
4899,1.08,middle_80,middle_90
4900,1.74,middle_80,middle_90
4901,0.96,middle_80,middle_90
4902,1.56,middle_80,middle_90
4903,1.58,middle_80,middle_90
4904,2.12,middle_80,middle_90
4905,0.04,low_10,low_5
4906,1.3,middle_80,middle_90
4907,0.92,middle_80,middle_90
4908,1.02,middle_80,middle_90
4909,2.12,middle_80,middle_90
4910,0.64,low_10,middle_90
4911,0.26,low_10,low_5
4912,1.6,middle_80,middle_90
4913,2.0,middle_80,middle_90
4914,1.9,middle_80,middle_90
4915,2.4,middle_80,middle_90
4916,1.32,middle_80,middle_90
4917,1.96,middle_80,middle_90
4918,3.64,high_10,high_5
4919,3.86,high_10,high_5
4920,2.22,middle_80,middle_90
4921,1.46,middle_80,middle_90
4922,1.56,middle_80,middle_90
4923,1.12,middle_80,middle_90
4924,1.9,middle_80,middle_90
4925,1.82,middle_80,middle_90
4926,1.28,middle_80,middle_90
4927,2.88,high_10,high_5
4928,1.52,middle_80,middle_90
4929,0.96,middle_80,middle_90
4930,0.46,low_10,low_5
4931,1.36,middle_80,middle_90
4932,2.0,middle_80,middle_90
4933,1.54,middle_80,middle_90
4934,1.98,middle_80,middle_90
4935,0.96,middle_80,middle_90
4936,-0.42,low_10,low_5
4937,1.7,middle_80,middle_90
4938,0.46,low_10,low_5
4939,1.62,middle_80,middle_90
4940,1.44,middle_80,middle_90
4941,1.68,middle_80,middle_90
4942,1.92,middle_80,middle_90
4943,0.56,low_10,middle_90
4944,1.0,middle_80,middle_90
4945,3.12,high_10,high_5
4946,1.86,middle_80,middle_90
4947,1.24,middle_80,middle_90
4948,1.34,middle_80,middle_90
4949,0.88,middle_80,middle_90
4950,1.38,middle_80,middle_90
4951,1.72,middle_80,middle_90
4952,1.16,middle_80,middle_90
4953,0.98,middle_80,middle_90
4954,0.96,middle_80,middle_90
4955,2.1,middle_80,middle_90
4956,1.4,middle_80,middle_90
4957,1.72,middle_80,middle_90
4958,1.74,middle_80,middle_90
4959,1.58,middle_80,middle_90
4960,2.14,middle_80,middle_90
4961,1.08,middle_80,middle_90
4962,2.92,high_10,high_5
4963,1.6,middle_80,middle_90
4964,1.22,middle_80,middle_90
4965,1.22,middle_80,middle_90
4966,0.94,middle_80,middle_90
4967,1.88,middle_80,middle_90
4968,0.56,low_10,middle_90
4969,0.98,middle_80,middle_90
